"","1992","1994","1995","1996","1998","1999","2000","2001","2002","2003","2005","2006","2007"
"X1",0.0138042658896552,0.0117544645946306,0.0106196847348131,0.010656825105761,0.00971902926474788,0.00944764467252157,0.00897427406541345,0.00847178630316539,0.00736719924205414,0.00732915676073288,0.00698224573086698,0.0067711824390424,0.00704775999422251
"X2",0.00122026878189279,0.000917415159956613,0.00115412608071081,0.000852473732256632,0.000961576199430423,0.000904204084758489,0.000623567269858234,0.000726002437937039,0.000777321253746997,0.00073371993072706,0.000563710265203297,0.000540291437192632,0.000512948338496259
"X3",0.00055015011794386,0.00043349732029698,0.000555028798830547,0.000394847068045573,0.000458971304000324,0.000419810611868733,0.000304886748569681,0.000473315805560996,0.000382068153693689,0.000346058234336524,0.0002668142915934,0.000256058026490136,0.000294773440458999
"X4",0.000372914056875588,0.000315401634935286,0.000387278792536254,0.00028118363927019,0.000323623579093047,0.000289227884513973,0.000232207100689298,0.000332188319875372,0.000275021135850037,0.000240457098319135,0.00019441815776049,0.000187258678763748,0.00019766492004721
"X5",0.000297658932111388,0.000269276500657917,0.000313758401147586,0.000236129590045946,0.000266145279528187,0.000233320791109149,0.000205820568941968,0.000252884714959753,0.000230148535445314,0.000195119981066616,0.000166906499649375,0.000161383870017035,0.000151723324024694
"X6",0.000258027294304062,0.000247684488808994,0.000274126522522269,0.00021465857031968,0.000236204649788199,0.000203778315568271,0.000194941448917332,0.000209928257849916,0.000207584569380622,0.000171248911002818,0.000154966957387354,0.000150396956246179,0.000132100852254892
"X7",0.000234784468531832,0.000237209456059378,0.000250358371108746,0.000203944950201053,0.000218954436025232,0.00018643949451654,0.000191088476271961,0.00018853225247013,0.00019548922141791,0.000157423074424061,0.000150267601308368,0.000146355097326578,0.000126558579569408
"X8",0.000220670647564032,0.000232785848193203,0.000235488359648497,0.000199122692064115,0.000208620890630254,0.000175911608370106,0.000191122424568296,0.000180057603523314,0.000189247662934677,0.000149292362780396,0.000149657861052655,0.000146269783004699,0.000128810012350796
"X9",0.000212620878307904,0.000232136753869593,0.000226471369826969,0.000197996325489766,0.000202544362710379,0.000169892625695413,0.000193661639977267,0.00017945484770845,0.000186739528058304,0.000144991653538775,0.000151724184386554,0.000148813600260614,0.000135606454249703
"X10",0.000209449335749267,0.000234119635295402,0.000221995427403516,0.000199460029188294,0.000199356775731987,0.000167472708424405,0.000198032713247551,0.000183778933450326,0.000186883971614581,0.000143739496291001,0.00015576014827893,0.000153337765043931,0.000145278028414286
"X11",0.000211003052289103,0.000238113675848278,0.000221654706927919,0.000202916332065125,0.000198302298559827,0.000168518955288096,0.000203891664753602,0.000191314938094954,0.000189092165431252,0.000145303802278098,0.000161383659891222,0.000159509525253959,0.00015696703308085
"X12",0.000217745372777624,0.000243718835991321,0.00022554429927184,0.0002080183736379,0.000198945335077403,0.000173384622957769,0.000211060363643329,0.000201031005091295,0.000193014581848045,0.000149741123849653,0.000168348436076978,0.000167141841000362,0.000170163801685266
"X13",0.00023041260361106,0.000250657375459352,0.000233966394462046,0.000214560236110584,0.000201071765869885,0.000182679333238205,0.000219455450970406,0.000212296844790564,0.000198434313643455,0.000157221364302967,0.000176476459196707,0.000176128508545017,0.000184522639741957
"X14",0.000249606567421296,0.000258725464018693,0.000247137593344441,0.000222421694026009,0.000204845877511146,0.000196988658520866,0.000229053113854268,0.000224720121059912,0.000205212284980219,0.000167870833944214,0.00018562386520604,0.000186411883213754,0.000199767376066142
"X15",0.000275318747183578,0.000267757405805152,0.000264890453752018,0.000231535534484685,0.000211676919580207,0.000216523021693083,0.000239869104091719,0.000238041661353447,0.00021325260367917,0.00018162361151283,0.000195655914314777,0.000197961498806609,0.000215628049130668
"X16",0.000306521799607345,0.000277610948318694,0.000286435770508817,0.000241908944791569,0.000226218886949535,0.000240780945566162,0.000251924974418732,0.000252077620795712,0.000222480623369694,0.000198109303058894,0.000206438677355799,0.000210742205520543,0.000231818422475166
"X17",0.000341228333085805,0.000288202823236504,0.000310322044447164,0.000259915555293047,0.000257252017542854,0.000268537912193331,0.000265088177369715,0.000266716932793771,0.00023282644744225,0.000216676292425648,0.000217884733952669,0.000224567883209385,0.000248106932885629
"X18",0.000376777867632154,0.000299484231270267,0.000334591326537013,0.00037620503791367,0.000310646249321459,0.000297990554691036,0.000279133269275279,0.000281886935285978,0.000244214285436253,0.000236455946543656,0.000229933302081651,0.000239128923589551,0.000264283494756731
"X19",0.000410282738879438,0.000311415821622245,0.00035712380658105,0.000480218414045232,0.000374079875106873,0.000327018265267616,0.000293809615883371,0.000297525851739709,0.000256554414734007,0.000256463198296787,0.000242525885762625,0.000254044117159719,0.000280122408571774
"X20",0.000439224374075012,0.00032396435038015,0.000376109173006385,0.000334288706739059,0.000415289384088545,0.000353588487755859,0.000308848698393966,0.000313575011505771,0.000269736163552325,0.000275749339499516,0.000255604379894201,0.000268874194913348,0.000295383280013706
