,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
0,4094.380999999991,3907.231999999992,3673.960999999992,3423.3319999999926,3212.5049999999924,3054.5389999999925,2944.977999999993,2882.9799999999914,2836.076999999992,2786.656999999992,2709.917999999991,2601.6759999999917,2455.161999999992,2307.6179999999913,2193.634999999992,2098.029999999992,2037.2899999999918
1,782.6715000000017,745.0219000000016,698.3806000000018,668.4012000000015,626.705800000001,582.2686000000011,548.2843000000017,526.0283000000006,508.61950000000127,491.054100000001,462.6742000000005,444.2620000000006,433.0273000000002,419.79759999999953,389.67609999999956,377.73269999999957,366.0724999999991
2,-682.7258139331503,-654.9381581542524,-618.1564867767535,-551.0211386177283,-514.586668481007,-506.5850594640867,-505.78676930694394,-506.36534984107584,-511.39881371673494,-512.3629901645751,-519.9245184662775,-497.99432739744304,-452.8996842739622,-409.03615069138533,-400.3791033034113,-377.00434834302047,-365.5991639155247
3,-870.7567988887038,-835.4016911000726,-786.6662341683241,-708.0857432140676,-657.0737083776245,-639.2862264526069,-631.8860136510468,-624.116551937532,-628.258558690254,-623.6789079833711,-628.986688432555,-601.1837304268776,-553.7918774258153,-506.0783535512576,-489.94264082129644,-464.3657078692762,-448.30482164863656
4,-346.14530939990436,-335.09980349585595,-314.37818947573135,-272.433501203372,-243.14431908542844,-239.91920521482186,-241.57947616962397,-234.08330306521972,-243.2291243186432,-239.99452181047937,-252.7114891825521,-238.5972932428707,-218.21290686475828,-196.09217963549875,-190.09738292853112,-180.32278846089108,-170.46269355742788
5,326.38480000000163,307.2364000000017,291.47810000000254,286.29470000000276,284.812500000004,267.43170000000543,253.5668000000071,256.8764000000075,242.42010000000846,241.58930000000873,220.70190000000866,216.47390000000905,205.2736000000092,196.15920000000932,188.07380000000956,179.15300000001008,179.5090000000103
6,694.5204512817481,660.0160555866244,624.5387296491355,591.9259303064646,572.5742057752511,543.2932614465678,524.0783297096078,523.2209673537773,507.53728213268715,503.33728868421633,480.49866927163947,465.2508670536931,437.5839228028276,410.6588511232418,395.50725577298067,377.04132257356014,370.73491276760717
7,755.5916724319885,720.2092628932137,681.9023656270449,642.1590889254727,618.5840803055161,586.6365573953791,568.8468597672537,564.6744365776357,551.4408190066724,544.9765738391241,525.7014865497808,507.00303329610864,477.55396935219665,446.3747867975995,431.2162049331589,412.1261440889183,402.5111948973737
8,619.3392679413549,591.9263624064914,561.5333167803873,528.1610323912496,509.4518619481568,481.04374262090886,468.85569497009857,462.2772521246083,453.56666481431745,445.59988465192725,432.7773891921059,415.5119260116811,393.4995545001557,367.02125691034,356.23308620685054,342.14250431750065,331.67687064334086
9,395.50404230048065,379.27769461317894,361.3958919558195,341.09861723801754,331.78728906053163,310.09697189762574,305.08814011529597,297.0698584477212,293.35077374797567,284.29995030982104,278.19341455628796,264.55907248483646,253.73649309874384,236.3125113487213,231.59033832036224,224.82544303072285,215.0709642595395
10,193.82679999999863,186.37359999999862,179.45439999999883,172.1386999999992,172.20009999999948,157.3783999999998,158.52750000000023,150.09270000000043,150.22910000000059,140.16950000000077,138.4166000000007,127.92600000000081,126.58060000000089,117.96280000000093,118.32040000000096,117.91000000000099,109.53250000000108
11,100.14256396433652,94.72108112030122,92.43157261650121,92.62797512152967,98.4223798870283,88.21196298247472,92.49173071403287,84.6550412980333,86.3011354606014,75.03140826576538,73.31089619347631,63.37256617631297,65.55576062502435,61.86049113140537,64.24244351358637,66.65775459125652,59.57560644309771
12,104.6632308531015,95.41378879395394,92.08383293657884,94.63248868739447,102.67560089452442,94.88872201939282,99.63739351788634,93.14142711265274,94.32052281141065,81.62913107482814,76.32790705718355,64.57194997176316,65.01814267114472,62.590426530035344,64.3225752949908,66.43644454843269,60.41482946456571
13,173.69491575969533,156.94203590745312,148.92602694840303,150.39812469249173,158.30358195850368,151.441519565071,154.95570096472096,150.20522227825313,149.70444243191687,135.43626975100585,124.3161498241503,109.17566067905456,104.53198440475059,100.91156636296031,100.31363531959974,100.14034720997832,94.93981926448254
14,273.5437337775198,247.79613534729523,233.47300064014507,232.1707671317196,238.65014201498207,231.90319807382602,233.4378656076969,230.4997916292288,227.87007470160844,211.92642561811542,194.12414172740432,174.83520759089023,163.66152409223054,157.58287079724977,153.96846356279858,150.66373991434205,146.0402260429257
15,370.51579999997705,336.4663999999768,316.23959999997646,312.1962999999763,317.05909999997573,310.3065999999751,310.07509999997455,308.6784999999743,304.23459999997397,286.57319999997384,262.60039999997366,239.20209999997354,221.97099999997334,213.3632999999732,207.039899999973,200.9008999999728,196.6056999999727
16,437.9976800608622,398.05965513212703,373.91477828481663,368.5012812073749,372.4104130765945,366.058824223493,365.00750103422195,364.6039786540513,359.2270232248697,339.85798785268514,311.32082755441775,284.51694264101764,263.2138802970376,252.95828195109965,245.00975017263642,237.22721746137645,233.01901185996505
17,477.69774175554386,434.14877553090815,407.88391782657754,402.2349643248879,405.7285913163247,400.0639953269876,398.9707029611392,398.9759245716918,393.3236473476234,372.2933586615021,340.770870021423,311.37672201677674,287.9005527631622,276.85911588219693,268.2756818868152,259.94253291728774,255.63541444430066
18,498.40480341978366,452.9231483636149,425.7065082259193,420.3272768387025,423.5742830177465,418.6004943187241,417.8492243709337,417.70330116229485,412.01259985793035,389.3996755439646,356.16335871120737,324.967520072015,300.7306350807558,289.5035688377322,280.96432851466346,272.82779964249846,268.30328109864126
