,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
0,2970.977255721985,2820.662806278623,2672.7339554875784,2512.9226697288345,2376.243046755796,2273.7849893410807,2169.4657548712853,2117.4182186620856,2079.150433466218,2024.655333938797,1931.5496377400677,1836.4205343262415,1745.9172203447667,1665.135991791748,1556.4806143851065,1494.4350916713443,1447.5209059957776
1,1507.0415665587143,1440.657305234322,1373.1994123819823,1301.2728692198912,1234.0767515245764,1170.0832511251647,1106.9760696959615,1081.1356543072047,1048.8221723048682,1034.5194983964464,993.2533105793318,968.648451878245,937.3932529056291,896.4979702685664,844.6886739008983,811.7355612371489,787.3718962048832
2,864.4895825771334,830.3347557304344,794.8218086597286,757.8478484354157,721.0926300955125,678.4539126319952,638.5484415586019,623.5446803874,599.5566231124593,596.2349753616056,575.1917007350573,570.9906930548387,559.995794115158,536.5241193409449,509.32423643516915,490.11375145272456,475.683400411417
3,555.2933649567673,534.8534760533255,513.3799146887347,491.7749982764765,469.6209868148009,439.07422375235893,412.316655306605,402.28423688282885,384.4847976754749,383.8888665108437,371.5468477025416,372.8589879437099,369.11631188043617,353.9809103316572,338.4069268232015,326.2092642080962,316.5717204169389
4,395.48767029593023,381.3392966213804,366.5350822022094,352.2638087575048,337.69254258916817,314.15741633294806,295.0941147241563,287.5018909247129,273.81484376296146,273.4771203383376,265.16296649357497,267.360289921678,266.1999714362564,255.34737600892774,245.7162547236855,237.34772168084803,230.18407802676467
5,309.2507164734908,298.05024975475965,286.53286656417674,275.95174549120384,265.5968721186743,246.16497240611324,231.78967563681505,225.40048840351326,214.3738833315585,213.49219570215794,207.0906128390902,208.67472244706084,208.29067566329599,199.73502919967373,193.3662987558709,187.21278527580773,181.36793047774677
6,262.89077071876795,252.91504641503997,242.93506538270253,234.21148257198223,226.3403247121687,209.2437724557095,197.8530392028107,191.9727834821351,182.65520768296724,180.88670405857687,175.3097829324685,175.73060063381575,175.3474578460565,168.01910632456847,163.56201363725128,158.75225008303713,153.5892358132137
7,240.57272163030723,230.76670557603444,221.2776119569597,213.37302798111833,207.03719971002036,191.11903958028992,181.72626100611026,175.89736652808887,167.6662934846058,164.74530059865702,159.33090510520725,158.27543071644072,157.4880854906362,150.74919885549306,147.4828060321337,143.51936655051057,138.64657216889643
8,234.6623401862564,224.2285955565551,214.48202408223867,206.71573576664755,201.36884854953195,185.80537627805563,177.84031234337888,171.70307923608308,164.1425644156647,159.74206128157985,153.98980360922292,151.13050386705459,149.64605794130918,143.07164776033687,140.59184396737152,137.1764784225886,132.32398749805634
9,241.59388905209977,229.79166124274838,219.14174756421338,210.98744625691614,206.30208604661658,190.4553988555884,183.6079655792693,176.83169307823098,169.654988793932,163.32155438391237,156.75879476602356,151.65168007653105,149.17737799744066,142.45073137230443,140.5209788384948,137.4673618917646,132.42870085609883
10,259.9522504205914,245.985219271381,233.78399920839252,224.76833836864276,220.54253516248625,203.88570237650828,198.02172444047346,190.26968809178945,183.26952331415185,174.38286478383642,166.48296938292833,158.5195187251441,154.7075586651492,147.5701913258178,146.0451106985255,143.23285283303923,137.83920647727055
11,289.4582049932024,272.4089023361354,257.9494062061263,247.6027572490116,243.70727608523111,225.79613719167492,220.90492585787692,211.8218669576346,204.83316943289128,192.58315897753624,182.70717217684924,171.09709721214614,165.51666773935915,157.74869108880122,156.53094503097856,153.87960670144344,147.9938019031836
12,330.28005763343987,309.08446338312655,291.58085928964266,279.42420305725767,275.7668117800771,256.24787843245196,252.39481747624242,241.6172101218079,234.47954550175052,217.87385158751925,205.22922337591615,189.02135364633907,181.15250225895113,172.5743991215145,171.58654668382044,169.03909614955566,162.56513830282492
13,382.3865431329198,355.86289415292924,334.4743857354202,320.0421275540698,316.5358102730977,295.1860735813857,292.4483436422879,279.643695204217,272.1526144202963,250.08194242390394,233.70638016368756,211.87093417849147,201.12687475832593,191.61997153606578,190.78253468318033,188.29258235648652,181.1996885263816
14,444.8014228006479,411.75980350919264,385.67433259994493,368.5795545603465,365.1077315264198,341.90153213923224,340.2693468151833,325.21195086800435,317.05247720530394,288.4483684856262,267.2388752459005,238.8405886497791,224.63105752649247,214.17525025511594,213.3874440608574,210.90724746803414,203.266881627856
