"","1960","1965","1970","1975","1980","1985","1990"
"X70",0.0256780119263852,0.0237211344565711,0.0213466600885934,0.0194179396620489,0.0160210138601007,0.0144983139247875,0.0122929421337878
"X71",0.0286642472428594,0.0265950117771161,0.023901138046542,0.0217636011787625,0.0180061594720277,0.0161888770150114,0.01374922516219
"X72",0.0320807641732209,0.0297796402373231,0.0268611772655842,0.024456192696668,0.0203184860284744,0.0181732499416797,0.015412350209547
"X73",0.0359881692440876,0.0333100961135575,0.030280856116541,0.0275471040983222,0.0230048964154226,0.0205041449741086,0.0173127806046726
"X74",0.040440580426969,0.0372625418903533,0.0341968761795889,0.0310920913095877,0.0261143657369032,0.0232349611788402,0.0194969172452305
"X75",0.0454934145068504,0.0417367790468663,0.0386379538460449,0.0351534536760675,0.0296988321314172,0.0264258138721542,0.0220223565252833
"X76",0.0512017505174639,0.0468625585801317,0.0436199248433437,0.0398003829558287,0.0338119323991844,0.0301436041601815,0.0249607846475069
"X77",0.0576189538911346,0.0528031365199685,0.0491429812782439,0.0451084865186926,0.0385077868390102,0.034461543685701,0.0284003966934351
"X78",0.064809443007571,0.0596767497127222,0.0552388854610803,0.0511486714209587,0.0438493620055343,0.0394564554292077,0.0324259693989478
"X79",0.0728510195183466,0.0675339621667072,0.0619832046328773,0.057982106798616,0.0499100461452656,0.0452063934136381,0.0371132608584509
"X80",0.0818261121407132,0.0763935295223127,0.0694699278802351,0.0656619236567589,0.0567673745259379,0.0517886033366004,0.0425393632540929
"X81",0.0918209739486384,0.0862289909661109,0.0778147092330901,0.0742283175294291,0.0645018415955686,0.0592754854094922,0.0487794143730562
"X82",0.102924005507318,0.0969570972138335,0.0871578819042068,0.0837041488787131,0.0731953462098139,0.0677299962978413,0.0559023719161297
"X83",0.115201677546487,0.108547130992729,0.0976176677911055,0.0941295808386782,0.0829255068917726,0.0772167189271723,0.063985771368666
"X84",0.128683281685481,0.121078925570899,0.109265254506544,0.105580336206741,0.0937607413813388,0.0878064375584885,0.0731231363331803
"X85",0.14336947878861,0.134664195826598,0.122155270607112,0.118141487405058,0.105758748117806,0.0995614103325101,0.0834083771478854
"X86",0.15922551408375,0.149448434352719,0.136321197166538,0.131907404122075,0.118961978972186,0.112530569292946,0.0949321561586413
"X87",0.176175244824787,0.16561541046191,0.151768467058101,0.146982510191341,0.133392957419901,0.126744957562275,0.107778475259518
"X88",0.194173955825711,0.183266088173003,0.168486235298159,0.163445608435702,0.149073544789893,0.142220372712734,0.122028445386994
"X89",0.213268121021004,0.202316316875169,0.186456321878629,0.18131844742115,0.166041744952809,0.158959213643294,0.137763326556661
"X90",0.23352900685368,0.222594991442767,0.205631308628525,0.200591788087892,0.18432982764374,0.176940158108716,0.155054869355792
"X91",0.255050904113427,0.243839334563692,0.225928221735514,0.221221863651734,0.203961516921626,0.196113760654159,0.173961144345511
"X92",0.277954595086416,0.265685684489417,0.247224441723281,0.24312476859994,0.224950734887221,0.216399572859211,0.194522131247002
"X93",0.302310010950208,0.287860590924481,0.269393721621346,0.266225753968608,0.247280451294144,0.237746057515692,0.216716763618779
"X94",0.328043637640474,0.310406482931003,0.292350711202908,0.29052142736809,0.27087657822134,0.260206223569209,0.240407035415637
"X95",0.3550261242093,0.333463530728124,0.316007674562431,0.316021062411454,0.2956260559317,0.283875200814791,0.265365628642205
"X96",0.383078521567125,0.35724772637474,0.340270347035656,0.342741108437007,0.321376309155428,0.308887761870867,0.291270612613931
"X97",0.411968405676386,0.382057239195204,0.365039739130146,0.370707467396368,0.347933261629775,0.335424429531342,0.317698831699989
"X98",0.441536731263269,0.40820302610837,0.390276511952179,0.399972489773481,0.375189575537127,0.36357074723551,0.344250804691669
"X99",0.471912231280376,0.435891054751672,0.41610595270807,0.430642555770233,0.403344737972312,0.393066720415916,0.370772363189369
"X100",0.503327379304633,0.465343476618876,0.442729931179227,0.462861478280805,0.432729476123077,0.42350240217167,0.397186122934463
"X101",0.536090741785494,0.496824773533083,0.47041536703023,0.496811517571524,0.463782846046827,0.454346195368771,0.42346390577422
"X102",0.57059502417461,0.530648304564526,0.499500549542075,0.532718825432485,0.49706663360678,0.484940667556173,0.449630372388917
"X103",0.60723027799371,0.567130246928022,0.530327149167225,0.570825740741562,0.533143908444384,0.514704214546292,0.475720223474275
"X104",0.646162044884988,0.606466477351782,0.563067703255633,0.611314248423434,0.572254679781089,0.543611325237127,0.501673209246568
"X105",0.687512509177097,0.648830800306454,0.597870709750408,0.65436953165063,0.614569555753748,0.571830314115292,0.527420895840353
"X106",0.731407563939768,0.694399643025538,0.634899343737714,0.700198738399669,0.660254309633772,0.59962542036184,0.55291031927988
"X107",0.777976578587175,0.743350429920586,0.674333070884274,0.749033781714726,0.709466153333178,0.627355012273011,0.578105120224164
"X108",0.827360922568246,0.795870572573163,0.716358724100891,0.801126274695157,0.762372201873005,0.655400815838007,0.603009019585465
"X109",0.879744508931862,0.852194159542039,0.761134966095804,0.856721849171627,0.819226465203963,0.683934655570049,0.627741687665511
"X110",0.935335676246872,0.912578840099984,0.808816161517492,0.916079893873018,0.880322985519187,0.713088645112125,0.65248404993054
"X111",0.9943610616831,0.97729673814349,0.859561586499144,0.979482873417461,0.94597760044642,0.743020786103449,0.677457718058409
