"","1960","1965","1970","1975","1980","1985","1990"
"X83",0.154742060692594,0.149704815832756,0.139444295959905,0.137403328398579,0.127838390968323,0.123568342797687,0.104813998343813
"X84",0.170236576510642,0.164302484815848,0.152480784791738,0.150613661971496,0.139898857531848,0.136259476655082,0.116815467751231
"X85",0.18715365507162,0.180121292553402,0.166446886065454,0.165039890479575,0.152943301208334,0.150000941853542,0.130084547516641
"X86",0.205475684683387,0.197169682399834,0.181337464422628,0.180650193656527,0.167080974243235,0.164878453789606,0.144613613490075
"X87",0.225141065580882,0.215432331518429,0.197132203555217,0.197371611542294,0.182438969603392,0.180987841083524,0.160350181654198
"X88",0.24602973544761,0.234863214297958,0.213825727651734,0.215163092417722,0.199112279303556,0.198401689456577,0.177262370303457
"X89",0.267950037377864,0.255379055284286,0.231449524384086,0.23407035837024,0.217125398758246,0.217142742072179,0.195393021320019
"X90",0.290634617992108,0.27685615010219,0.250042630451434,0.25415225720692,0.236476200408415,0.237211645411692,0.214794031741001
"X91",0.313734395304527,0.299126010971653,0.269650211071086,0.275476027397896,0.257134614265212,0.258585516554543,0.235521936795229
"X92",0.336818911274043,0.321973307266724,0.290325530383287,0.29811835992505,0.279037483031448,0.281214043873245,0.257638651666693
"X93",0.359649544323074,0.345260633124306,0.312202283753489,0.322131840973649,0.302111512540467,0.305033627919286,0.281169577907045
"X94",0.382473539335049,0.369066734216868,0.335576165518498,0.347506115290209,0.326301029692165,0.329984830848838,0.306052724628283
"X95",0.405701588723488,0.393540151385573,0.360831579377195,0.374206312197437,0.351533359666504,0.35598993437666,0.332182448563642
"X96",0.429873009000763,0.418885381759502,0.388445965277758,0.40217551494527,0.377713126569312,0.382948967553815,0.359411143085737
"X97",0.455665011115849,0.445367794880575,0.419008537961626,0.431332591928768,0.404721145125586,0.410738695755289,0.387545699375324
"X98",0.483690736175738,0.473251880168131,0.453085885683125,0.461629820108778,0.432485242471359,0.439238380968598,0.416381094366021
"X99",0.514169252095744,0.502698749165425,0.490973980049669,0.493150288000892,0.461097954981843,0.468373185900482,0.445759759238777
"X100",0.547268097558552,0.533873246607469,0.532923629309357,0.52602281391242,0.490713959061475,0.498076363148253,0.475520319470581
"X101",0.583162119631407,0.566965187847945,0.579172986879022,0.560409809868709,0.521535361838923,0.528283565850385,0.505489638265743
"X102",0.622032471272705,0.60219269870911,0.629936424820126,0.596511381260944,0.55381668861191,0.558934144066709,0.535484668506607
"X103",0.664057451757418,0.639774139818921,0.68544944217643,0.634537956349031,0.587816007996664,0.589992870535513,0.565379607032499
"X104",0.70939160824666,0.679855569701522,0.746103802701717,0.674638318689512,0.623670598399364,0.621499151792277,0.595260415759727
"X105",0.758176535750217,0.722570389124918,0.81235023895359,0.716960971308666,0.66150129078794,0.653529713252284,0.625303114899866
"X106",0.810540339658465,0.768054295349307,0.884672888932196,0.761671524456211,0.701440372808702,0.686190226535444,0.65574332158276
"X107",0.866592698276813,0.816444533135766,0.963590669245278,0.808954703874161,0.743632796022176,0.719617117717542,0.68687836072252
"X108",0.926452251917775,0.867887574947873,1.04966503518415,0.85900958665183,0.788234629288319,0.753964606636779,0.719016466966215
"X109",0.990357403873369,0.922568089436762,1.14352527703697,0.912027620174823,0.835404508054935,0.789356496187815,0.752299527699132
"X110",1.05859653840787,0.980690553620361,1.24585935230253,0.968209751817525,0.885311255607928,0.825923419942551,0.786833756688003
"X111",1.13148110139667,1.04247246904288,1.35741233806299,1.0277741815941,0.938137647507779,0.863818205684043,0.822740191847174
