year;age;sex;mx;qx;deaths;expo
2016;40;M;0.00142;0.0071;675.0781;473986.3
2016;45;M;0.00201;0.01003;946.9177;469985.7
2016;50;M;0.00319;0.01585;1481.549;464033.7
2016;55;M;0.00509;0.02515;2314.222;454743.5
2016;60;M;0.00913;0.04471;4010.626;439361.1
2016;65;M;0.01662;0.08009;6862.788;412943.6
2016;70;M;0.03469;0.16064;12662.15;365043.3
2016;75;M;0.06351;0.27633;18282.26;287858.1
2016;80;M;0.1429;0.52539;25154.95;176029.2
2016;85;M;0.29045;1;22723.67;78235.37
2016;110;M;1;1;;
