Chile, Exposure to risk (period 1x1), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  2000          26            123862.28       124462.20       248324.47
  2000          27            123100.52       122685.03       245785.55
  2000          28            122995.02       121158.94       244153.97
  2000          29            120677.04       118703.17       239380.21
  2000          30            119976.08       117792.06       237768.15
  2000          31            121598.65       119394.22       240992.87
  2000          32            120897.32       118234.73       239132.05
  2000          33            121735.13       117533.70       239268.83
  2000          34            125132.66       119938.05       245070.71
  2000          35            128182.90       122465.09       250647.98
  2000          36            127593.34       122921.99       250515.33
  2000          37            125583.81       121768.63       247352.43
  2000          38            123583.55       118175.01       241758.55
  2000          39            119131.96       113872.35       233004.31
  2000          40            119956.83       115545.63       235502.46
  2000          41            116716.40       111829.71       228546.11
  2000          42            103834.67        99262.39       203097.05
  2000          43             98792.02        94251.35       193043.37
  2000          44             97437.88        92338.87       189776.75
  2000          45             94749.41        89904.02       184653.43
  2000          46             91425.01        87315.00       178740.01
  2000          47             86306.07        82451.24       168757.31
  2000          48             82318.67        77394.69       159713.36
  2000          49             79149.89        75406.01       154555.90
  2000          50             80601.39        77987.44       158588.83
  2000          51             78560.34        74814.91       153375.25
  2000          52             71365.46        67111.73       138477.19
  2000          53             67578.80        63280.08       130858.88
  2000          54             65414.84        62007.49       127422.33
  2000          55             64249.03        61130.26       125379.29
  2000          56             62387.33        58642.91       121030.25
  2000          57             60611.93        55816.04       116427.97
  2000          58             59110.66        52626.59       111737.25
  2000          59             55532.61        50135.05       105667.66
  2000          60             54389.11        50146.46       104535.57
  2000          61             52822.75        47592.78       100415.52
  2000          62             49303.79        43788.13        93091.92
  2000          63             49788.31        43621.38        93409.69
  2000          64             47239.76        41225.27        88465.03
  2000          65             42987.33        37864.68        80852.01
  2000          66             41126.77        35599.56        76726.32
  2000          67             39839.20        33486.26        73325.47
  2000          68             40871.73        33534.78        74406.51
  2000          69             40615.00        33729.22        74344.22
  2000          70             41594.31        34591.63        76185.94
  2000          71             41004.49        32780.64        73785.13
  2000          72             37026.43        29025.68        66052.11
  2000          73             33876.03        26527.98        60404.01
  2000          74             29985.72        23127.67        53113.39
  2000          75             26823.59        20500.93        47324.52
  2000          76             24903.19        18761.67        43664.86
  2000          77             22894.44        16614.06        39508.50
  2000          78             21561.42        14970.02        36531.44
  2000          79             19993.40        13630.76        33624.16
  2000          80             18623.55        11773.40        30396.96
  2000          81             16938.29        10316.92        27255.21
  2000          82             15860.87         9363.88        25224.74
  2000          83             14707.27         8426.58        23133.85
  2000          84             13255.06         7264.75        20519.81
  2000          85             11890.53         6225.86        18116.39
  2000          86             10725.84         5368.52        16094.36
  2000          87              9277.56         4410.21        13687.78
  2000          88              7631.33         3528.94        11160.27
  2000          89              6296.30         2818.83         9115.12
  2000          90              5138.71         2172.41         7311.12
  2000          91              4046.15         1649.42         5695.56
  2000          92              3130.65         1242.13         4372.78
  2000          93              2432.88          905.28         3338.16
  2000          94              1846.89          631.78         2478.67
  2000          95              1329.36          431.10         1760.46
  2000          96               934.05          297.89         1231.94
  2000          97               649.19          199.73          848.92
  2000          98               446.46          123.14          569.59
  2000          99               316.19           79.70          395.89
  2000         100               203.76           50.77          254.53
  2000         101               111.13           27.46          138.58
  2000         102                68.37           14.73           83.10
  2000         103                47.87            8.37           56.24
  2000         104                31.49            5.39           36.88
  2000         105                16.97            2.77           19.74
  2000         106                 8.89            0.97            9.86
  2000         107                 4.60            0.32            4.93
  2000         108                 2.20            0.00            2.20
  2000         109                 0.92            0.00            0.92
  2000         110+                0.16            0.00            0.16
  2001           0            114734.82       119560.32       234295.14
  2001           1            114383.83       118870.67       233254.50
  2001           2            117728.38       121858.18       239586.56
  2001           3            121251.28       125841.94       247093.22
  2001           4            123541.16       128401.33       251942.49
  2001           5            125887.66       130712.21       256599.87
  2001           6            129274.78       134171.37       263446.15
  2001           7            131594.04       136952.27       268546.31
  2001           8            134233.11       139502.07       273735.18
  2001           9            137517.93       142708.09       280226.02
  2001          10            140208.89       145963.50       286172.39
  2001          11            142460.89       148225.08       290685.96
  2001          12            140814.04       146263.66       287077.70
  2001          13            137609.90       142955.50       280565.40
  2001          14            135141.11       139172.58       274313.70
  2001          15            128776.83       132784.75       261561.58
  2001          16            121410.51       127190.07       248600.58
  2001          17            120817.11       126923.07       247740.18
  2001          18            123174.17       127399.13       250573.30
  2001          19            125506.27       127432.76       252939.03
  2001          20            123012.54       125541.41       248553.95
  2001          21            119160.26       122486.39       241646.65
  2001          22            116721.46       118757.36       235478.82
  2001          23            113710.05       114702.58       228412.63
  2001          24            112791.10       112621.09       225412.18
  2001          25            116660.15       115100.32       231760.47
  2001          26            121976.05       120989.32       242965.37
  2001          27            123718.09       123925.26       247643.35
  2001          28            123015.03       122413.91       245428.94
  2001          29            123146.86       121300.52       244447.38
  2001          30            120644.74       118596.87       239241.61
  2001          31            119940.54       117576.89       237517.43
  2001          32            121554.96       119334.08       240889.04
  2001          33            120547.98       117964.85       238512.82
  2001          34            121457.96       117277.52       238735.47
  2001          35            125183.00       119986.48       245169.48
  2001          36            128409.22       122598.39       251007.61
  2001          37            127836.93       123122.32       250959.25
  2001          38            125701.59       121948.95       247650.53
  2001          39            123536.27       118080.50       241616.77
  2001          40            119176.71       113891.24       233067.95
  2001          41            120377.36       116050.77       236428.12
  2001          42            116976.31       111961.93       228938.24
  2001          43            103435.51        98702.73       202138.24
  2001          44             98261.02        93740.65       192001.66
  2001          45             97054.15        91998.81       189052.96
  2001          46             94479.53        89720.97       184200.50
  2001          47             91120.10        87139.59       178259.69
  2001          48             85943.73        82141.53       168085.26
  2001          49             82059.44        77101.67       159161.11
  2001          50             78986.24        75241.07       154227.31
  2001          51             80408.94        77828.52       158237.46
  2001          52             78349.44        74610.15       152959.59
  2001          53             71257.77        67023.95       138281.72
  2001          54             67344.77        63119.81       130464.59
  2001          55             64942.81        61580.76       126523.56
  2001          56             63652.45        60505.01       124157.47
  2001          57             61819.59        57998.78       119818.37
  2001          58             60191.60        55220.56       115412.16
  2001          59             58734.78        52001.10       110735.88
  2001          60             55063.46        49415.93       104479.39
  2001          61             53835.79        49343.92       103179.71
  2001          62             52352.02        46942.10        99294.12
  2001          63             48981.34        43419.34        92400.68
  2001          64             49733.22        43463.45        93196.66
  2001          65             47074.10        40830.85        87904.95
  2001          66             42500.87        37197.14        79698.01
  2001          67             40488.33        34773.29        75261.61
  2001          68             38948.89        32479.89        71428.77
  2001          69             39908.83        32604.83        72513.66
  2001          70             39777.12        32823.40        72600.52
  2001          71             40797.40        33603.50        74400.90
  2001          72             40151.51        31713.45        71864.96
  2001          73             36084.04        27814.86        63898.90
  2001          74             32834.79        25210.24        58045.03
  2001          75             29008.45        21980.70        50989.15
  2001          76             25886.97        19487.34        45374.31
  2001          77             24024.12        17851.73        41875.84
  2001          78             22034.00        15786.34        37820.35
  2001          79             20613.92        14053.42        34667.34
  2001          80             19367.43        12480.36        31847.79
  2001          81             17622.92        10790.41        28413.33
  2001          82             15939.05         9390.24        25329.29
  2001          83             14796.89         8443.03        23239.91
  2001          84             13615.85         7524.23        21140.07
  2001          85             12181.70         6404.17        18585.86
  2001          86             10812.79         5421.02        16233.81
  2001          87              9628.31         4621.94        14250.25
  2001          88              8223.84         3745.23        11969.06
  2001          89              6660.84         2946.87         9607.71
  2001          90              5401.29         2322.30         7723.59
  2001          91              4351.16         1754.91         6106.07
  2001          92              3357.31         1302.73         4660.04
  2001          93              2528.39          965.04         3493.44
  2001          94              1920.22          684.08         2604.30
  2001          95              1435.60          465.83         1901.43
  2001          96              1011.48          312.61         1324.09
  2001          97               686.26          207.36          893.63
  2001          98               467.91          131.29          599.20
  2001          99               315.83           81.12          396.96
  2001         100               210.70           49.32          260.02
  2001         101               129.54           28.56          158.09
  2001         102                72.20           17.06           89.26
  2001         103                44.03            9.01           53.04
  2001         104                29.65            4.91           34.55
  2001         105                18.28            3.10           21.38
  2001         106                 9.07            1.09           10.16
  2001         107                 4.40            0.34            4.74
  2001         108                 2.11            0.05            2.15
  2001         109                 0.84            0.00            0.84
  2001         110+                0.17            0.00            0.17
  2002           0            113700.26       118296.09       231996.35
  2002           1            112432.33       116939.51       229371.83
  2002           2            115312.29       119450.95       234763.24
  2002           3            119442.85       123549.91       242992.76
  2002           4            122868.86       127350.74       250219.60
  2002           5            125204.11       129933.76       255137.87
  2002           6            128014.24       132759.40       260773.64
  2002           7            131268.88       136200.64       267469.53
  2002           8            133525.99       138840.35       272366.34
  2002           9            136440.91       141560.33       278001.24
  2002          10            139554.76       144756.90       284311.66
  2002          11            142262.64       147968.19       290230.83
  2002          12            143552.44       149101.47       292653.91
  2002          13            140920.47       146252.75       287173.22
  2002          14            138147.69       143279.59       281427.27
  2002          15            136746.40       140609.16       277355.55
  2002          16            129951.18       134401.99       264353.17
  2002          17            124527.62       130232.89       254760.51
  2002          18            123818.83       129600.62       253419.45
  2002          19            125209.07       128928.09       254137.16
  2002          20            126111.17       128117.56       254228.73
  2002          21            122863.91       125684.77       248548.68
  2002          22            119800.35       122963.42       242763.77
  2002          23            117321.75       119192.70       236514.45
  2002          24            114400.32       115479.73       229880.04
  2002          25            113966.00       113761.42       227727.42
  2002          26            117394.33       116159.41       233553.74
  2002          27            121588.96       121056.91       242645.86
  2002          28            122599.87       122930.17       245530.04
  2002          29            122694.67       122168.95       244863.61
  2002          30            123216.86       121873.03       245089.89
  2002          31            120794.92       119193.28       239988.21
  2002          32            121491.03       119560.53       241051.56
  2002          33            122019.61       120425.86       242445.47
  2002          34            121223.60       119005.96       240229.57
  2002          35            122342.89       118846.28       241189.17
  2002          36            125708.96       121398.24       247107.20
  2002          37            127971.17       123078.56       251049.72
  2002          38            127179.85       123569.92       250749.77
  2002          39            125392.05       122103.14       247495.20
  2002          40            123540.46       118634.10       242174.56
  2002          41            119491.74       115310.98       234802.72
  2002          42            121608.29       117766.64       239374.93
  2002          43            115154.07       110618.03       225772.10
  2002          44            103846.47        99833.49       203679.96
  2002          45            100076.73        95967.34       196044.07
  2002          46             97875.63        93444.79       191320.42
  2002          47             95161.13        90989.70       186150.83
  2002          48             91243.56        87718.09       178961.66
  2002          49             86263.14        82574.25       168837.39
  2002          50             82605.86        77870.15       160476.01
  2002          51             79296.67        76055.99       155352.66
  2002          52             80757.04        77836.85       158593.89
  2002          53             76935.07        73111.57       150046.64
  2002          54             71482.95        67270.55       138753.50
  2002          55             67683.44        63486.03       131169.47
  2002          56             65582.67        62078.91       127661.58
  2002          57             63819.12        60177.30       123996.41
  2002          58             61978.59        57759.03       119737.62
  2002          59             60214.65        54799.77       115014.42
  2002          60             58672.43        51795.05       110467.48
  2002          61             54669.44        49169.62       103839.06
  2002          62             54193.08        49060.57       103253.65
  2002          63             51485.50        45731.20        97216.69
  2002          64             49040.46        43194.25        92234.71
  2002          65             49480.66        42778.98        92259.64
  2002          66             45696.15        39313.19        85009.34
  2002          67             42352.42        36521.62        78874.04
  2002          68             40165.19        33764.10        73929.29
  2002          69             38859.89        31955.84        70815.74
  2002          70             39541.11        31846.39        71387.50
  2002          71             38826.98        31563.57        70390.55
  2002          72             39909.47        31977.95        71887.42
  2002          73             38122.59        29382.57        67505.16
  2002          74             34689.45        26114.70        60804.15
  2002          75             31581.03        23641.83        55222.86
  2002          76             28113.77        20676.35        48790.12
  2002          77             25246.89        18453.31        43700.21
  2002          78             23379.20        16728.42        40107.61
  2002          79             20769.49        13757.91        34527.40
  2002          80             19543.38        12963.76        32507.14
  2002          81             18326.21        11440.33        29766.55
  2002          82             16571.44         9815.73        26387.17
  2002          83             14861.24         8459.26        23320.50
  2002          84             13713.09         7541.91        21255.00
  2002          85             12523.61         6649.90        19173.51
  2002          86             11095.90         5595.88        16691.78
  2002          87              9733.24         4699.85        14433.08
  2002          88              8564.86         3957.72        12522.58
  2002          89              7227.84         3142.04        10369.88
  2002          90              5784.39         2437.02         8221.41
  2002          91              4618.98         1895.48         6514.46
  2002          92              3640.48         1402.07         5042.54
  2002          93              2754.89         1024.52         3779.41
  2002          94              2019.48          740.84         2760.32
  2002          95              1504.84          506.76         2011.59
  2002          96              1101.62          339.74         1441.36
  2002          97               755.94          223.69          979.63
  2002          98               508.96          144.25          653.21
  2002          99               340.73           92.16          432.89
  2002         100               222.01           55.01          277.02
  2002         101               142.56           31.23          173.79
  2002         102                83.82           17.54          101.35
  2002         103                45.57           10.98           56.55
  2002         104                27.80            6.18           33.98
  2002         105                17.70            2.71           20.40
  2002         106                 9.97            0.97           10.93
  2002         107                 4.57            0.07            4.64
  2002         108                 1.95            0.00            1.95
  2002         109                 0.77            0.00            0.77
  2002         110+                0.14            0.00            0.14
  2003           0            118564.48       123216.05       241780.54
  2003           1            117800.68       122413.97       240214.65
  2003           2            119959.07       124480.70       244439.77
  2003           3            122505.82       126894.41       249400.24
  2003           4            125581.78       130109.00       255690.77
  2003           5            128018.67       132719.78       260738.45
  2003           6            130435.58       135261.48       265697.06
  2003           7            133450.57       138301.95       271752.51
  2003           8            136311.81       141344.18       277656.00
  2003           9            138593.02       143813.03       282406.04
  2003          10            141515.21       146570.92       288086.13
  2003          11            143927.95       149182.28       293110.22
  2003          12            145568.98       151026.91       296595.89
  2003          13            145356.47       150554.20       295910.67
  2003          14            142828.29       147956.99       290785.28
  2003          15            141226.72       146157.05       287383.77
  2003          16            139902.90       144074.14       283977.03
  2003          17            134517.87       139357.66       273875.53
  2003          18            131922.94       136903.71       268826.65
  2003          19            130121.55       134824.33       264945.88
  2003          20            128913.36       132262.32       261175.68
  2003          21            127094.86       129942.08       257036.94
  2003          22            123447.50       126803.83       250251.32
  2003          23            121424.68       124388.32       245813.00
  2003          24            119175.61       121274.30       240449.90
  2003          25            116918.96       118713.22       235632.18
  2003          26            116436.84       117315.20       233752.03
  2003          27            117981.33       118486.19       236467.51
  2003          28            120023.66       120913.15       240936.81
  2003          29            120804.71       121742.71       242547.42
  2003          30            122182.51       122373.44       244555.95
  2003          31            123426.45       123364.46       246790.90
  2003          32            122618.79       122314.62       244933.41
  2003          33            124273.92       123702.45       247976.37
  2003          34            123739.44       123349.00       247088.44
  2003          35            123537.68       122451.85       245989.53
  2003          36            124242.63       122606.10       246848.73
  2003          37            125788.31       123794.85       249583.16
  2003          38            126329.91       123995.00       250324.91
  2003          39            125683.96       124127.51       249811.47
  2003          40            124934.82       122901.93       247836.75
  2003          41            123837.18       120908.65       244745.83
  2003          42            120742.46       118612.07       239354.53
  2003          43            121135.28       118563.76       239699.04
  2003          44            113217.04       110299.33       223516.37
  2003          45            106989.74       104475.06       211464.81
  2003          46            104182.32       101212.59       205394.91
  2003          47            100211.03        97150.07       197361.10
  2003          48             96706.25        93676.82       190383.07
  2003          49             92250.03        89385.60       181635.62
  2003          50             87699.33        84427.32       172126.65
  2003          51             83991.25        80133.28       164124.53
  2003          52             80364.23        77521.27       157885.50
  2003          53             80156.50        76638.11       156794.61
  2003          54             75322.55        71360.54       146683.09
  2003          55             72445.30        68218.00       140663.30
  2003          56             69401.36        65035.77       134437.13
  2003          57             67491.43        63305.14       130796.56
  2003          58             65076.31        60396.95       125473.25
  2003          59             62945.58        57910.15       120855.74
  2003          60             60772.13        54934.36       115706.49
  2003          61             58829.87        52320.48       111150.34
  2003          62             55231.03        49677.35       104908.38
  2003          63             54595.85        48436.94       103032.79
  2003          64             50832.30        44441.55        95273.84
  2003          65             49066.05        42570.12        91636.16
  2003          66             47940.00        40793.74        88733.74
  2003          67             44136.60        37319.63        81456.23
  2003          68             42696.91        35672.62        78369.53
  2003          69             40814.36        33187.11        74001.47
  2003          70             39781.48        31890.91        71672.39
  2003          71             39389.44        30871.83        70261.27
  2003          72             37780.97        29578.09        67359.06
  2003          73             37842.02        28868.60        66710.62
  2003          74             35121.41        26003.64        61125.05
  2003          75             32908.40        23925.87        56834.27
  2003          76             30381.40        21771.32        52152.73
  2003          77             27607.16        19256.91        46864.06
  2003          78             25014.13        17192.50        42206.63
  2003          79             22445.12        14339.92        36785.04
  2003          80             20061.04        13339.36        33400.40
  2003          81             18486.35        11893.05        30379.40
  2003          82             17232.25        10422.26        27654.50
  2003          83             15447.82         8848.84        24296.66
  2003          84             13765.22         7556.02        21321.24
  2003          85             12619.28         6680.68        19299.96
  2003          86             11424.27         5826.85        17251.12
  2003          87             10027.17         4847.13        14874.30
  2003          88              8694.32         4031.97        12726.29
  2003          89              7549.41         3327.52        10876.93
  2003          90              6286.35         2590.41         8876.76
  2003          91              4947.88         1987.59         6935.47
  2003          92              3886.51         1518.41         5404.92
  2003          93              3025.94         1105.06         4130.99
  2003          94              2231.10          784.88         3015.99
  2003          95              1590.37          547.95         2138.32
  2003          96              1154.74          369.78         1524.52
  2003          97               826.73          246.67         1073.39
  2003          98               558.54          161.34          719.88
  2003          99               361.61          101.11          462.72
  2003         100               238.08           61.70          299.78
  2003         101               152.30           36.28          188.58
  2003         102                90.52           19.46          109.98
  2003         103                52.44           10.71           63.15
  2003         104                28.24            7.26           35.50
  2003         105                15.83            3.68           19.51
  2003         106                 9.08            1.08           10.16
  2003         107                 4.75            0.22            4.96
  2003         108                 1.84            0.00            1.84
  2003         109                 0.50            0.00            0.50
  2003         110+                0.05            0.00            0.05
  2004           0            120948.64       125614.25       246562.89
  2004           1            121632.40       126241.73       247874.13
  2004           2            122860.15       127478.99       250339.14
  2004           3            124468.92       129114.52       253583.45
  2004           4            126396.06       131082.88       257478.94
  2004           5            127789.78       132488.83       260278.61
  2004           6            130526.81       135303.16       265829.97
  2004           7            133488.69       138351.25       271839.93
  2004           8            136526.02       141478.63       278004.65
  2004           9            139489.52       144526.35       284015.86
  2004          10            142439.80       147559.01       289998.81
  2004          11            145439.18       150637.59       296076.77
  2004          12            147283.98       152513.51       299797.49
  2004          13            147404.43       152593.81       299998.23
  2004          14            146282.15       151376.87       297659.01
  2004          15            145075.14       150061.78       295136.92
  2004          16            143674.44       148535.11       292209.55
  2004          17            141722.88       146422.79       288145.67
  2004          18            139199.12       143699.59       282898.70
  2004          19            136288.72       140556.69       276845.41
  2004          20            133298.17       137321.43       270619.59
  2004          21            130286.21       134048.30       264334.51
  2004          22            127336.17       130813.27       258149.44
  2004          23            124560.90       127721.50       252282.40
  2004          24            122049.59       124875.91       246925.50
  2004          25            119608.46       122091.74       241700.20
  2004          26            117071.43       119211.53       236282.97
  2004          27            115881.80       117705.42       233587.22
  2004          28            116674.71       118232.95       234907.66
  2004          29            118743.00       120066.72       238809.72
  2004          30            120773.62       121861.48       242635.09
  2004          31            123058.61       123916.06       246974.67
  2004          32            124722.22       125356.16       250078.38
  2004          33            125203.78       125620.65       250824.43
  2004          34            124919.05       125123.64       250042.69
  2004          35            124724.62       124724.54       249449.15
  2004          36            124305.58       124110.96       248416.55
  2004          37            124213.59       123820.35       248033.95
  2004          38            124762.18       124159.10       248921.28
  2004          39            125544.24       124728.21       250272.45
  2004          40            125947.77       124921.15       250868.91
  2004          41            126226.25       124988.91       251215.16
  2004          42            125267.19       123838.13       249105.32
  2004          43            122498.30       120904.91       243403.21
  2004          44            118482.35       116740.61       235222.96
  2004          45            114436.98       112541.54       226978.52
  2004          46            110219.01       108164.96       218383.97
  2004          47            105841.21       103623.17       209464.38
  2004          48            101464.93        99071.33       200536.26
  2004          49             97120.27        94538.14       191658.40
  2004          50             92634.06        89858.28       182492.33
  2004          51             87998.04        85029.13       173027.17
  2004          52             83916.52        80720.02       164636.53
  2004          53             80713.29        77245.90       157959.19
  2004          54             78110.63        74340.76       152451.39
  2004          55             75486.47        71415.51       146901.97
  2004          56             72938.84        68563.24       141502.09
  2004          57             70473.51        65788.15       136261.65
  2004          58             68019.20        63016.24       131035.44
  2004          59             65587.57        60269.54       125857.12
  2004          60             63296.93        57657.00       120953.93
  2004          61             61176.37        55201.22       116377.59
  2004          62             58856.89        52596.58       111453.47
  2004          63             56183.45        49711.53       105894.97
  2004          64             53333.69        46697.48       100031.17
  2004          65             50584.40        43784.49        94368.89
  2004          66             47815.54        40883.35        88698.89
  2004          67             45486.02        38331.34        83817.36
  2004          68             43834.61        36311.01        80145.62
  2004          69             42611.11        34638.07        77249.18
  2004          70             41286.99        32922.60        74209.59
  2004          71             39903.11        31203.23        71106.34
  2004          72             38506.95        29516.09        68023.03
  2004          73             37036.59        27814.13        64850.72
  2004          74             35459.88        26085.88        61545.76
  2004          75             33704.74        24279.53        57984.27
  2004          76             31732.86        22362.21        54095.07
  2004          77             29480.38        20298.52        49778.90
  2004          78             26894.42        18046.56        44940.98
  2004          79             23931.08        15581.02        39512.11
  2004          80             20976.73        13885.20        34861.94
  2004          81             18949.76        12236.07        31185.83
  2004          82             17369.02        10839.34        28208.36
  2004          83             16053.64         9405.84        25459.48
  2004          84             14279.47         7910.56        22190.02
  2004          85             12647.81         6686.85        19334.66
  2004          86             11486.70         5831.74        17318.45
  2004          87             10284.58         5012.36        15296.95
  2004          88              8912.60         4126.41        13039.01
  2004          89              7613.08         3373.56        10986.64
  2004          90              6510.62         2731.35         9241.97
  2004          91              5336.88         2103.79         7440.67
  2004          92              4138.52         1591.90         5730.42
  2004          93              3198.91         1188.97         4387.87
  2004          94              2435.90          833.34         3269.24
  2004          95              1750.80          574.12         2324.92
  2004          96              1222.33          401.55         1623.87
  2004          97               876.07          267.41         1143.47
  2004          98               605.56          171.16          776.72
  2004          99               388.65          107.87          496.52
  2004         100               247.88           63.71          311.59
  2004         101               161.02           38.53          199.55
  2004         102                98.53           23.50          122.03
  2004         103                56.74           12.45           69.19
  2004         104                33.28            7.56           40.84
  2004         105                17.53            4.86           22.39
  2004         106                 8.79            1.82           10.60
  2004         107                 4.78            0.23            5.01
  2004         108                 2.34            0.00            2.34
  2004         109                 0.67            0.00            0.67
  2004         110+                0.00            0.00            0.00
  2005           0            120536.40       125191.90       245728.31
  2005           1            120799.89       125392.44       246192.33
  2005           2            121571.54       126157.22       247728.76
  2005           3            122723.11       127319.32       250042.43
  2005           4            124223.91       128845.74       253069.65
  2005           5            124706.89       129305.88       254012.77
  2005           6            127414.07       132088.40       259502.46
  2005           7            130529.89       135297.21       265827.10
  2005           8            133876.16       138746.26       272622.41
  2005           9            137275.09       142246.92       279522.01
  2005          10            140769.64       145845.93       286615.56
  2005          11            144405.03       149586.88       293991.90
  2005          12            146888.73       152126.37       299015.10
  2005          13            147598.89       152814.68       300413.58
  2005          14            147022.21       152159.36       299181.57
  2005          15            146361.11       151407.29       297768.40
  2005          16            145479.01       150414.59       295893.60
  2005          17            143981.98       148775.19       292757.17
  2005          18            141827.98       146443.22       288271.20
  2005          19            139190.55       143596.78       282787.33
  2005          20            136438.22       140621.32       277059.53
  2005          21            133687.45       137632.06       271319.51
  2005          22            130640.50       134308.96       264949.46
  2005          23            127248.11       130597.09       257845.20
  2005          24            123802.77       126803.34       250606.11
  2005          25            120447.56       123089.71       243537.26
  2005          26            116918.45       119202.22       236120.67
  2005          27            115052.57       117004.94       232057.52
  2005          28            115703.71       117379.98       233083.68
  2005          29            117977.82       119411.15       237388.98
  2005          30            120174.00       121360.72       241534.72
  2005          31            122688.84       123633.09       246321.93
  2005          32            124465.45       125177.50       249642.95
  2005          33            124824.42       125313.39       250137.80
  2005          34            124297.58       124572.47       248870.05
  2005          35            123948.43       124015.61       247964.05
  2005          36            123386.79       123256.12       246642.91
  2005          37            123397.00       123061.88       246458.88
  2005          38            124417.52       123862.71       248280.23
  2005          39            125909.34       125127.48       251036.83
  2005          40            126986.61       125982.58       252969.18
  2005          41            127938.14       126711.79       254649.93
  2005          42            127602.05       126173.84       253775.90
  2005          43            125345.08       123746.68       249091.75
  2005          44            121746.50       119994.89       241741.39
  2005          45            118118.08       116209.13       234327.21
  2005          46            114323.16       112251.98       226575.13
  2005          47            110161.81       107926.66       218088.46
  2005          48            105709.53       103306.72       209016.25
  2005          49            101088.26        98508.33       199596.60
  2005          50             96320.30        93559.10       189879.39
  2005          51             91364.77        88418.12       179782.90
  2005          52             86982.38        83820.18       170802.56
  2005          53             83535.32        80112.34       163647.66
  2005          54             80734.50        77019.54       157754.04
  2005          55             77876.00        73869.44       151745.45
  2005          56             75053.11        70757.94       145811.05
  2005          57             72427.09        67818.07       140245.17
  2005          58             69992.28        65040.15       135032.42
  2005          59             67681.90        62369.14       130051.04
  2005          60             65502.15        59828.21       125330.36
  2005          61             63521.07        57464.24       120985.31
  2005          62             61216.72        54853.71       116070.43
  2005          63             58351.99        51805.23       110157.22
  2005          64             55181.06        48520.76       103701.82
  2005          65             52144.89        45367.98        97512.87
  2005          66             49090.04        42231.19        91321.23
  2005          67             46539.13        39483.32        86022.45
  2005          68             44779.41        37343.73        82123.14
  2005          69             43533.29        35612.47        79145.76
  2005          70             42174.92        33833.22        76008.14
  2005          71             40764.30        32055.51        72819.82
  2005          72             39358.76        30324.90        69683.66
  2005          73             37907.10        28608.02        66515.12
  2005          74             36344.72        26856.54        63201.26
  2005          75             34637.75        25056.91        59694.66
  2005          76             32713.35        23161.36        55874.72
  2005          77             30527.60        21131.09        51658.69
  2005          78             28015.96        18933.51        46949.47
  2005          79             25123.17        16522.33        41645.50
  2005          80             21491.35        14371.73        35863.08
  2005          81             19817.10        12761.01        32578.11
  2005          82             17811.95        11153.26        28965.21
  2005          83             16190.09         9794.33        25984.43
  2005          84             14853.96         8420.94        23274.90
  2005          85             13111.51         7002.46        20113.96
  2005          86             11488.69         5852.65        17341.34
  2005          87             10312.21         5034.55        15346.77
  2005          88              9105.24         4255.96        13361.20
  2005          89              7795.63         3448.95        11244.57
  2005          90              6572.91         2775.68         9348.60
  2005          91              5531.45         2212.96         7744.40
  2005          92              4467.00         1674.34         6141.34
  2005          93              3401.72         1237.63         4639.35
  2005          94              2566.39          900.47         3466.86
  2005          95              1913.54          608.76         2522.30
  2005          96              1357.66          416.59         1774.24
  2005          97               929.38          283.97         1213.35
  2005          98               642.11          179.57          821.68
  2005          99               429.17          116.62          545.79
  2005         100               263.01           70.20          333.21
  2005         101               167.63           39.13          206.76
  2005         102               109.82           25.06          134.88
  2005         103                61.32           15.17           76.48
  2005         104                34.87            8.13           43.01
  2005         105                20.57            4.82           25.39
  2005         106                10.03            2.70           12.73
  2005         107                 4.80            0.79            5.59
  2005         108                 2.46            0.00            2.46
  2005         109                 1.04            0.00            1.04
  2005         110+                0.19            0.00            0.19
  2006           0            120881.51       125550.02       246431.53
  2006           1            120895.16       125499.94       246395.11
  2006           2            121337.54       125924.07       247261.61
  2006           3            122106.79       126690.42       248797.21
  2006           4            123196.40       127791.38       250987.78
  2006           5            123163.22       127720.75       250883.97
  2006           6            125517.87       130138.56       255656.43
  2006           7            128335.92       133039.55       261375.47
  2006           8            131453.89       136251.39       267705.27
  2006           9            134706.12       139600.39       274306.51
  2006          10            138096.82       143091.20       281188.02
  2006          11            141632.12       146727.43       288359.56
  2006          12            144297.20       149454.77       293751.97
  2006          13            145590.33       150748.00       296338.33
  2006          14            145852.64       150964.07       296816.71
  2006          15            146011.82       151063.21       297075.04
  2006          16            145973.79       150949.01       296922.80
  2006          17            145208.34       150069.85       295278.18
  2006          18            143572.98       148275.40       291848.38
  2006          19            141292.03       145797.40       287089.43
  2006          20            138891.96       143186.52       282078.48
  2006          21            136463.10       140530.74       276993.83
  2006          22            133593.57       137397.78       270991.34
  2006          23            130193.82       133690.30       263884.11
  2006          24            126592.14       129755.13       256347.27
  2006          25            123055.01       125874.01       248929.02
  2006          26            119350.78       121819.50       241170.28
  2006          27            117102.66       119241.92       236344.57
  2006          28            117090.77       118943.29       236034.06
  2006          29            118548.30       120141.38       238689.68
  2006          30            119943.06       121272.00       241215.05
  2006          31            121598.03       122664.97       244263.00
  2006          32            122861.85       123679.55       246541.39
  2006          33            123260.91       123846.48       247107.39
