"","1816","1817","1818","1819","1820","1821","1822","1823","1824","1825","1826","1827","1828","1829","1830","1831","1832","1833","1834","1835","1836","1837","1838","1839","1840","1841","1842","1843","1844","1845","1846","1847","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1859","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882"
"X11",0.00938891907577252,0.0104590711660142,0.0113158538379436,0.012075099821269,0.0106406724247665,0.0108399324869226,0.0112344111687274,0.010230577078583,0.0107133597466977,0.0114460539492875,0.0120487302241148,0.0107113592962949,0.0118970941040742,0.0106159882120892,0.0106735041484051,0.0110035641746156,0.0125260429683412,0.0113284887780444,0.0132219088731754,0.010562043034723,0.00923193138707735,0.0104164161391247,0.010974630994038,0.0104515634294054,0.0107723407956625,0.0108203589661524,0.0104982076094942,0.0107151982319387,0.00958374002119004,0.00928043562667247,0.0105531558520873,0.0101592338863827,0.0102847005907527,0.0125966390539723,0.00899363332086737,0.00975234733506266,0.00997040371081872,0.00934471046272594,0.0119567414800962,0.0114376165885659,0.0105677992566086,0.0104713155987563,0.010499504527952,0.0128200141239782,0.00924965534766065,0.010114356075218,0.00908737173165476,0.00890940010781951,0.00851302680173646,0.00956975996106319,0.00911744205751505,0.00842123584828098,0.00928945027861505,0.00890471968409522,0.0105614248485535,0.0148171356452914,0.00826414092258828,0.00812433873479965,0.00702654825336273,0.00758218931240132,0.00745166022919685,0.0073828923109232,0.00747561922868384,0.00717133466571822,0.00791216097175221,0.00790470227199594,0.00790234284477086
"X12",0.00915433689859438,0.0102075635138499,0.0110479131416593,0.0117899410318554,0.0103867849862228,0.0105819720689994,0.010958877468786,0.00997841943616642,0.0104494203582942,0.0111720659252533,0.0117663961234069,0.0104547789200975,0.0116155191363844,0.0103635827103047,0.0104215575129636,0.010748525672394,0.0122410529841333,0.0110646050186769,0.0129092529186763,0.0103127683442237,0.00900862592387238,0.0101701809958333,0.0107158038971827,0.0102084345092731,0.0105288012988742,0.0105764096721341,0.0102515291099614,0.010468721039759,0.00935889315882174,0.00906674625123358,0.0103067729413922,0.00992296600659465,0.0100445467023912,0.0123113243332307,0.00878287314215784,0.00952127687867122,0.00973468749541826,0.00912815393479288,0.0116810427004956,0.011178978116736,0.0103221976364097,0.0102171496895099,0.0102481196242284,0.0125081610994437,0.00903402080423462,0.00986630905093748,0.00886576767868227,0.00868366659056423,0.00829713802209854,0.00933121277226244,0.00889802167703462,0.00820746409016478,0.00905278915329232,0.00867991673120308,0.010303663077792,0.0144818888092175,0.00805414463852313,0.00791381940269249,0.00684253842654865,0.00738839589481405,0.00726087123211098,0.00719377412383842,0.00728086277363535,0.00698616227036699,0.00770835416888076,0.00770513051495434,0.00770173744607427
"X13",0.00896048440392107,0.00999950377931195,0.0108261629915623,0.0115540843343171,0.0101767146641216,0.0103685231163278,0.0107310374608036,0.00976993735263944,0.0102311887594894,0.0109453788890634,0.0115326994222603,0.0102424996935233,0.0113825381538331,0.0101547357050408,0.0102130485025133,0.0105373684408958,0.0120050130713624,0.0108461645033986,0.0126504941885172,0.0101064844770868,0.00882398821122021,0.00996643715129742,0.0105015988760479,0.0100071775879062,0.0103270734046841,0.0103743275946616,0.0100473870926965,0.0102646117278439,0.00917280786349072,0.0088898261505232,0.0101029368652115,0.00972742165651688,0.00984575365079299,0.0120750179510348,0.00860847129759102,0.0093300773278467,0.00953974239410299,0.00894922066584594,0.0114528152604664,0.0109649311023264,0.0101189845109974,0.0100070871013907,0.0100402517437388,0.0122502292388032,0.00885555134632857,0.00966122086083356,0.00868255669573652,0.00849720276990744,0.00811888131116997,0.00913413196753934,0.00871661969291621,0.00803100290090782,0.00885743437112647,0.00849432301109245,0.0100908637359306,0.0142045129922318,0.00788086809262667,0.00774033300605733,0.00669126037590922,0.00722852835944454,0.00710366978393254,0.00703784362248197,0.00712051154688788,0.00683371152508779,0.00754016223617994,0.00754046862403543,0.0075362425220512
"X14",0.00879767421721736,0.00982457639806157,0.0106396466028052,0.0113558995681469,0.0100000645523658,0.0101890278914203,0.0105395436772195,0.00959473577931165,0.010047784353553,0.0107547654354729,0.0113361207630917,0.0100640058276154,0.0111866451914938,0.00997912000247116,0.0100376830535332,0.0103597088493047,0.0118063631406443,0.0106624149652819,0.0124328510922814,0.00993302126398529,0.00866890672704437,0.00979515614684764,0.0103214424718162,0.00983789486183309,0.0101572985409726,0.0102042364060475,0.00987573063802233,0.0100928569423189,0.00901637224381938,0.00874105878842822,0.00993176404802672,0.00956317036612488,0.00967857971744073,0.0118761613202793,0.00846190958697451,0.00916931467527178,0.00937599919388084,0.00879977037585023,0.0112609632294534,0.0107851500188209,0.00994837387142212,0.00983094550442056,0.00986567890315914,0.0120333958431938,0.00870550882355827,0.00948890325793475,0.00852876777269417,0.00834080982129557,0.00796965975169339,0.00896888441335651,0.00856457748222242,0.00788335428339543,0.00869389545159905,0.00833902655084925,0.00991296713347806,0.0139716929979675,0.00773596761416798,0.00759600078018124,0.00656694846491413,0.00709513747364543,0.00697337217842272,0.00690810489204104,0.00698752788538297,0.00670748117538419,0.00739935849307265,0.00740294404708193,0.00739812959245239
"X15",0.00865909350996729,0.00967548860498337,0.0104806117493252,0.0111871828989696,0.00984948204867049,0.0100360197872902,0.0103763784531148,0.00944547174663038,0.00989152016471738,0.0105922863567117,0.0111685094120479,0.00991186352349873,0.0110197073293024,0.00982943553833646,0.00988818130240831,0.0102081966070735,0.0116369188296138,0.0105057512964212,0.012247280432023,0.00978523261948467,0.00853712477379917,0.00964934366992919,0.0101678566705938,0.00969360135118482,0.0100125190267301,0.0100591455654876,0.00972950569320586,0.00994638785223824,0.00888332107301014,0.00861453261025112,0.00978663012141412,0.00942423888186919,0.0095363019315905,0.0117065840277165,0.00833741015198971,0.00903235811875501,0.00923685320956379,0.00867585374811588,0.0110981410149135,0.0106327343713414,0.0098038783171579,0.0096820453029101,0.00971737052459921,0.0118485969632643,0.00857782909860293,0.00934223584919647,0.00839845174623967,0.00820853715711876,0.00784456235860345,0.00882941613286274,0.00843693182022749,0.00775948280247489,0.00855641519057592,0.00820903950462848,0.00976495668028255,0.0137753435922551,0.00761494144047059,0.00747820924774899,0.00647076508896898,0.00698517318224674,0.00686905474417323,0.00680216908044022,0.00687972243296902,0.00660603060094039,0.00728105821760121,0.00728834264933615,0.00728356498758117
"X16",0.0085398712742987,0.0095469426187128,0.0103434217379187,0.0110420024020316,0.00971962436182795,0.00990407308746578,0.0102357197715415,0.00931681455819695,0.00975681454995244,0.0104521727953103,0.0110239401142034,0.00978067914595569,0.0108758212986853,0.0097003881837586,0.00975925894758201,0.0100774860584951,0.0114907369909532,0.0103706555141776,0.0120872072318146,0.0096580784231926,0.00842466496826694,0.00952420303342628,0.0100354116409844,0.00956927335511617,0.00988775401876512,0.0099339875645712,0.00960375714244899,0.00982012801772767,0.00876961829154819,0.00850645715297864,0.00966359665962674,0.00930854195372379,0.00941459232050431,0.0115604096083004,0.00823152432823618,0.00891451294964989,0.00911794075955663,0.00857917403928803,0.0109609591734783,0.0105037839659714,0.00968173023232121,0.00955662675355409,0.00959073010366327,0.011689247466939,0.00846840875680139,0.00921628186067167,0.00828834401668109,0.00809776140193237,0.00774348577274192,0.00871365279970984,0.00833363903347429,0.00765818964123142,0.00844333357962801,0.00810457346562635,0.0096501763115151,0.0136154648473045,0.00751912197387003,0.00739363415314655,0.00641620810252595,0.0069034452746215,0.00680024229620044,0.00672514816149416,0.00680221946850559,0.00653601616659081,0.00718473636450707,0.00719681963746944,0.00719398218045682
"X17",0.008436572780538,0.00943500047978749,0.0102238817321252,0.0109159871413254,0.00960651938364987,0.00978915356213181,0.010113240806035,0.00920480375940045,0.00963951915010329,0.0103301351547271,0.0108980058329689,0.00966646761736263,0.0107506070913653,0.00958807216446909,0.00964700595276103,0.00996359947091568,0.01136343299695,0.0102530534974621,0.0119477389949478,0.0095482348692767,0.00833002862783405,0.00941688092466643,0.00992008439907983,0.00946131280549736,0.00977952525745844,0.00982504671538584,0.00949525784655006,0.00971047557838727,0.00867350108270417,0.00841516904462093,0.00956146321228398,0.00922008579966979,0.00931173725629985,0.0114335219614233,0.00814355545219128,0.00881261145296597,0.00901702136183309,0.00851981945076112,0.0108526398397398,0.0103978995701748,0.00958084115595562,0.00945380283020257,0.00948348033075438,0.011550450075293,0.00837487838736747,0.00910797389859992,0.00819835714160191,0.0080107084728554,0.00767438662988561,0.00862570586700222,0.0082630856005508,0.0075835856661618,0.00835870997004482,0.00803438175262987,0.00958833231883477,0.0135109624105978,0.00746104132516989,0.00736572880175736,0.00643534737798088,0.00687006731418702,0.00679403944189371,0.00669468745100521,0.00677127527769312,0.00651673484450102,0.00711773607069358,0.00713499780422447,0.00713900365379686
"X18",0.00834701119873539,0.00933667783378152,0.0101188071728638,0.0108058761718371,0.00950715802851405,0.0096882025314443,0.0100056618558696,0.0091064385407848,0.0095364890268423,0.0102229204950995,0.0107873645470564,0.00956627921571234,0.010640756481033,0.00948960866616992,0.00954850923370672,0.00986351919039815,0.0112517976262743,0.0101499317533491,0.0118251622966732,0.0094541822146638,0.00825509918905973,0.00932671900203355,0.00981886294787582,0.0093673063170543,0.0096857530423675,0.00972965032746585,0.00940260820454564,0.00961510954723201,0.00859606210286203,0.00834157356419567,0.00948203423014017,0.00917176078643308,0.00922968879539856,0.0113236335715105,0.00807669379913356,0.00872498042061032,0.00893432819259101,0.00851730208702346,0.0107880110478329,0.0103191864652895,0.00950286448217534,0.00937552836991271,0.0093960121667117,0.0114284888558813,0.00829675665360321,0.00901629507261332,0.00813251981397596,0.00795681407187277,0.00765698184403129,0.00857901650203292,0.00824604754030213,0.00754651574000111,0.00831385320203303,0.00801883513070738,0.00962318656988585,0.0135178452703233,0.00747070890418513,0.00743925965052374,0.00657635985246234,0.00692694644024542,0.00689679179655016,0.00674351898568693,0.00681547689675437,0.00658140380176996,0.00710033960725836,0.0071179566080222,0.00713866727563644
"X19",0.00827033591329115,0.00924967757076439,0.0100257395581958,0.0107092265683087,0.00941923032653683,0.00959886237971024,0.00991045546498243,0.00901940770868935,0.00944529978264065,0.0101280204326657,0.0106894400621323,0.00947802194153878,0.0105437363638675,0.00940298127266049,0.00946164735919714,0.00977491977849197,0.0111536734534195,0.0100591429737602,0.0117166109908026,0.0093767262955856,0.00820610103792837,0.00925582433092451,0.00972951653499395,0.00928602847222983,0.00960600861106962,0.00964607554437191,0.00932674914067039,0.00953307289879437,0.00854187771941851,0.00828956024026437,0.00942977811855961,0.00918395677860425,0.00917532788599658,0.0112312377850673,0.00803898013139517,0.00865172514368719,0.00887300443628489,0.00859414732088631,0.0107959408062073,0.0102763815399127,0.00945165100214697,0.00932578940751462,0.0093317541116736,0.0113204948624671,0.00823580265922181,0.00894279890164825,0.0080991372998702,0.00795296212060312,0.0077208930339175,0.00859638572845128,0.00831340360245229,0.00756310792079736,0.00832531935089653,0.00808593249641079,0.00981251199967403,0.0137316775903819,0.00759217405448905,0.00766647867057067,0.00687979830815729,0.0071280803700717,0.00715587440239763,0.00690972629584227,0.00696718887809084,0.00676661449710178,0.00716648300154646,0.00716759700531557,0.00721967851932455
"X20",0.00820733908216268,0.00917221487701285,0.00994275702669046,0.0106242229418996,0.00934096077040334,0.00951929083066705,0.00982564887947845,0.00894190992667711,0.00936405811705114,0.0100434734668412,0.0106022194701294,0.00940047043714886,0.0104575896321878,0.00932706248420474,0.00938503285097412,0.00969599212688669,0.011068130462657,0.00997937686009078,0.0116198438300483,0.00931965704088062,0.00819285427191663,0.0092093745128525,0.00965049926396535,0.00921763775570087,0.00954203325896713,0.00957365825966896,0.00927158503783861,0.00946504650417756,0.00851850788491293,0.00826541915115147,0.00940978893535146,0.00927217972545424,0.00915999935938338,0.0111616656443442,0.00804197007481475,0.00859512476161172,0.00883876021367255,0.008758323202168,0.0109077045068013,0.0102797616363615,0.00943130834057039,0.00930824518865446,0.00929665106422759,0.0112242196856491,0.00819614531320898,0.00889194189786859,0.00810809313959354,0.00801638063579297,0.00789000057888,0.00870007415922442,0.00848862179680461,0.0076471196100248,0.00840549343864131,0.00825281036614448,0.0101817412309517,0.0142268376896175,0.00785571351583347,0.00806369037901241,0.00733537909714235,0.00749862918904261,0.00757638529510084,0.00720801364055148,0.00724013750366491,0.00708538020758698,0.00734939806571624,0.00730318722346646,0.00740049735879763
