,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
0,4695.092999999993,4491.372999999992,4223.845999999993,3958.115999999994,3725.7639999999938,3543.755999999993,3438.2269999999935,3376.6159999999927,3331.5199999999927,3278.6169999999925,3199.934999999992,3064.515999999992,2900.456999999993,2721.726999999993,2583.4889999999923,2469.0099999999934,2415.291999999993
1,776.8279000000039,736.7693000000038,711.0923000000039,675.7079000000031,645.7010000000028,614.1396000000027,571.2357000000027,550.3825000000029,535.4912000000031,519.9702000000029,490.1927000000028,472.73350000000266,463.8303000000026,452.1167000000023,418.7137000000023,406.6036000000021,385.6582000000021
2,-925.1997723340259,-892.9278259038008,-816.3655686236822,-751.0597391006115,-694.0191892202196,-660.5358264560359,-674.4309533032125,-674.6994081163002,-679.2399256908348,-675.9741348003939,-683.9355898266623,-647.8749751654273,-591.8442041120228,-533.0392457493094,-518.5930713289681,-487.9312135664052,-490.9438456482395
3,-1098.544350275652,-1057.003104358226,-974.1307291385415,-897.8404732797528,-833.1532700765606,-793.6569410055807,-801.5660721661948,-795.7382159024935,-802.7699925457443,-793.998992736104,-798.4091198483668,-753.833649012071,-694.6854523465847,-631.866122599313,-609.0600328482163,-576.4066159104159,-572.4873832518249
4,-425.6246780794513,-409.8198556335374,-373.214200084129,-335.9901208190165,-307.427665894621,-294.77376005233424,-309.20922994607827,-306.12596573743866,-321.54163812777983,-315.27182930376034,-325.64761494588635,-298.2692233526774,-269.63199940785216,-239.53046314965763,-230.48767794335407,-217.94976029921628,-214.28150422949562
5,411.14039999999875,394.2585999999991,375.3729999999998,363.1355,347.43120000000044,326.5637000000014,303.60000000000207,300.74530000000254,278.00250000000324,279.03990000000374,261.92920000000447,265.691600000005,258.3776000000056,248.8012000000059,239.32350000000622,228.31220000000633,228.36470000000645
6,865.9182162702352,831.7940120933893,782.8061820384346,742.5051037787932,702.8949575715653,662.8230778467765,637.6602819299512,630.2958550988666,606.6396960219165,603.9668853408921,586.1660604721026,575.3989334834952,549.1479609373778,516.7880004079427,497.9340254618698,474.8231820603461,471.10403242114694
7,939.2208092872492,903.0484094827234,849.0059748123413,802.38553665123,759.2274499437799,714.5426325795511,693.1232305618278,683.195238019777,664.0268711117338,659.3323995339522,645.9655434074937,630.1101465363829,601.4563775228851,563.3917362640744,544.3484943847103,520.3113843160191,513.4368736312176
8,768.1463941691442,739.2088908253621,696.0793365670305,657.3681776342698,623.8905735302118,584.2782783889379,569.9786982287296,558.9253033912553,547.040858190594,541.1578610565676,534.4946861068353,519.5594228475248,498.82331363970553,466.3998719162371,452.93252057661846,435.0760755415216,425.82549863071745
9,489.79318603402544,471.46255477866623,446.13322554781234,422.04440574487245,404.34622474442864,374.5859294655494,368.2165372637541,356.9679058418222,352.55849017963607,345.4646883861223,344.92052587078473,333.48094610577806,324.76923317101785,303.59987171226703,298.0517178456849,289.41652451134996,278.7321824201456
10,241.25939999999713,230.99649999999747,221.2745999999977,211.00559999999788,208.0562999999983,188.02149999999875,187.82659999999922,176.8048999999996,177.45659999999972,168.27430000000004,170.41010000000023,161.60890000000035,162.81460000000067,152.77920000000066,154.0717000000007,153.63200000000083,142.61920000000083
11,129.73562054132475,120.45861156163883,117.07173742555412,113.89847918430908,119.05514201950425,104.7281134532083,107.00053876369873,96.19257202708198,97.54752322233179,84.77320182324297,84.08179226195436,74.40036135408324,78.61979097366245,75.06088415936591,79.46619390898852,83.03219652330677,72.8610726125969
12,142.78190955691716,128.33992019556288,122.93819235307753,120.5911211532827,127.66687876159291,115.1977303673396,116.73720585363135,105.98493421545832,104.38560601531005,86.8082495715274,78.85937229138045,65.20397953205708,66.40483479433199,64.91020369865845,69.14137868739815,72.96851156244438,64.4813064675057
13,238.0506983018439,214.59224304866447,201.74883856782083,196.0069435300988,200.78808449392665,187.50952055486403,186.237253561712,175.31043039029117,168.4606971971198,145.39138640818786,127.61795618982701,108.09129703298699,102.52967312816804,100.1280011582657,102.11154651131125,103.80276833992643,97.4156540161138
14,373.1944180311748,339.1673972678384,316.378549855037,305.06936393793745,305.3153334841676,289.74265382825286,284.7013341798554,273.29750437674284,260.2626455859465,231.53455549655897,203.2326600588424,177.13385635593792,163.3542476413294,158.5151190785753,157.39098955680953,155.89679007826555,151.59986770980782
15,505.86549999997993,462.01719999997954,429.70219999997926,412.7017999999787,408.14519999997816,389.97629999997747,381.3300999999767,369.0745999999762,350.28129999997583,316.2496999999755,278.57859999997527,246.40319999997507,225.23849999997495,217.8723999999748,213.9939999999747,209.6123999999746,206.96969999997438
16,602.18928716442,551.0874840600105,512.0004698593049,490.85483788392645,482.8310855503746,462.73697714034824,451.55959581521245,438.07233519276514,415.0485446887156,376.4969889660964,332.0623040800411,295.24613870013354,269.31195436793513,260.4748541545564,255.14146370213902,249.22510704638995,247.48298832842855
17,662.1827692850223,606.3001449349653,563.177268575289,539.5877379355791,529.5537006097884,508.34059635103023,495.7674364235862,480.9300243183294,455.264405626965,413.02949497987765,364.21594822692407,324.1105561353286,295.7824648997273,286.49416254123196,280.88064126563717,274.6651630341434,273.18591009869937
18,694.3358478234054,635.571093779905,590.542312361611,565.9869290452586,555.1505828940046,533.5504169915279,520.566629124343,504.5891558475,477.6709442208454,432.5485165105994,381.10312033377505,338.71960422044543,309.6274682475405,300.5761738506178,295.46538697805425,289.7765054986903,288.1467277047442
