,Age,year,qx_male
0,0,2000,0.020311274930078355
1,1,2000,0.006947296395524407
2,2,2000,0.002901433508990676
3,3,2000,0.0014549197316079644
4,4,2000,0.000861403291334268
5,5,2000,0.000592142954771778
6,6,2000,0.0004647406036525282
7,7,2000,0.0004095153127158
8,8,2000,0.00039839750980034884
9,9,2000,0.00042078620285099867
10,10,2000,0.0004744781732903336
11,11,2000,0.0005616843498218246
12,12,2000,0.0006864378291579658
13,13,2000,0.0008516366866625097
14,14,2000,0.0010547833011582462
15,15,2000,0.0012824467053031698
16,16,2000,0.0015051995098833127
17,17,2000,0.001677022683094307
18,18,2000,0.0017441562837043803
19,19,2000,0.0016651176088540382
20,20,2000,0.001434924172392809
21,21,2000,0.0013839688327606586
22,22,2000,0.001409538317719852
23,23,2000,0.0014402901749192567
24,24,2000,0.0014765414554026403
25,25,2000,0.0015186714421334428
26,26,2000,0.0015671282621775278
27,27,2000,0.0016224368226931106
28,28,2000,0.0016852082673102238
29,29,2000,0.0017561511909648445
30,30,2000,0.0018360849004291858
31,31,2000,0.0019259550663903054
32,32,2000,0.0020268521830929375
33,33,2000,0.0021400333358679575
34,34,2000,0.0022669478784889943
35,35,2000,0.002409267745138357
36,36,2000,0.0025689232706290473
37,37,2000,0.00274814557336421
38,38,2000,0.002949516775675867
39,39,2000,0.0031760296047995346
40,40,2000,0.0034311582461591566
41,41,2000,0.003718942722995928
42,42,2000,0.004044089570322109
43,43,2000,0.004412092178787914
44,44,2000,0.004829374932973401
45,45,2000,0.005303466193583814
46,46,2000,0.005843206317723445
47,47,2000,0.006458998330918508
48,48,2000,0.007163110628408411
49,49,2000,0.007970043279452825
50,50,2000,0.008896972248635069
51,51,2000,0.010197958363662779
52,52,2000,0.011025374482792769
53,53,2000,0.01193267171964255
54,54,2000,0.012928444185839988
55,55,2000,0.014022293895684664
56,56,2000,0.015224957686454287
57,57,2000,0.016548451131487767
58,58,2000,0.0180062318472184
59,59,2000,0.019613384951430144
60,60,2000,0.021386833841291412
61,61,2000,0.02334557993507906
62,62,2000,0.025510975571335606
63,63,2000,0.027907034895641548
64,64,2000,0.030560788302426357
65,65,2000,0.03350268685388956
66,66,2000,0.036767064089597117
67,67,2000,0.04039266379143836
68,68,2000,0.04442324360608202
69,69,2000,0.048908265982192806
70,70,2000,0.053903689689269424
71,71,2000,0.05947287729227935
72,72,2000,0.06568763641215838
73,73,2000,0.07262941546656168
74,74,2000,0.08039067792849659
75,75,2000,0.08907648304571791
76,76,2000,0.09880630552903193
77,77,2000,0.10971613205861652
78,78,2000,0.12196087871079261
79,79,2000,0.13571718073493413
80,80,2000,0.15118661470253425
81,81,2000,0.16859942313417398
82,82,2000,0.1882188235534495
83,83,2000,0.21034599783781502
84,84,2000,0.2353258741121809
85,85,2000,0.2635538327102058
86,0,2001,0.019234278781795122
87,1,2001,0.006627684557839022
88,2,2001,0.0027820880958897044
89,3,2001,0.0013992958828737882
90,4,2001,0.000829438846629156
91,5,2001,0.0005699041641929265
92,6,2001,0.0004464454887073063
93,7,2001,0.00039218475122328834
94,8,2001,0.0003799925928577769
95,9,2001,0.00039941854717467424
96,10,2001,0.0004479778074247636
97,11,2001,0.000527310542173743
98,12,2001,0.0006407145648612284
99,13,2001,0.0007904191143323115
100,14,2001,0.0009737589733932985
101,15,2001,0.001178292787528725
102,16,2001,0.0013774288659734162
103,17,2001,0.0015300508387467418
104,18,2001,0.0015884361768426529
105,19,2001,0.0015158890345559233
106,20,2001,0.0013079926186147933
107,21,2001,0.0012596343524101598
108,22,2001,0.0012820640897051431
109,23,2001,0.001309420721437413
110,24,2001,0.0013420012376733272
111,25,2001,0.001380164514583247
112,26,2001,0.001424337902896386
113,27,2001,0.0014750251976835254
114,28,2001,0.0015328161974245032
115,29,2001,0.001598398105898066
116,30,2001,0.0016725690846471027
117,31,2001,0.001756254328643081
118,32,2001,0.0018505251157702703
119,33,2001,0.001956621374906927
120,34,2001,0.0020759784314365415
121,35,2001,0.0022102587276000485
122,36,2001,0.0023613894839303188
123,37,2001,0.002531607474214563
124,38,2001,0.002723512338878923
125,39,2001,0.0029401301714559124
126,40,2001,0.0031849894937326746
127,41,2001,0.00346221220465388
128,42,2001,0.0037766226678862644
129,43,2001,0.004133878820609972
130,44,2001,0.004540630076235745
131,45,2001,0.005004707900160488
132,46,2001,0.005535356315854441
133,47,2001,0.006143511318960397
134,48,2001,0.0068421403292818475
135,49,2001,0.007646655508768301
136,50,2001,0.008575418163794223
137,51,2001,0.010010785580200606
138,52,2001,0.010802391809617631
139,53,2001,0.01167103315806903
140,54,2001,0.012625142596491046
141,55,2001,0.013674167413266986
142,56,2001,0.01482870088259761
143,57,2001,0.016100632180837442
144,58,2001,0.017503317228714364
145,59,2001,0.019051773550941408
146,60,2001,0.02076290272522006
147,61,2001,0.02265574455130954
148,62,2001,0.024751767720966694
149,63,2001,0.027075202526753155
150,64,2001,0.029653422030337724
151,65,2001,0.032517379140648534
152,66,2001,0.035702108254585564
153,67,2001,0.03924730151813586
154,68,2001,0.04319797140924568
155,69,2001,0.047605213267791255
156,70,2001,0.05252708365226987
157,71,2001,0.058029613046391974
158,72,2001,0.064187974541519
159,73,2001,0.07108783376580077
160,74,2001,0.07882690961641117
161,75,2001,0.0875167803944791
162,76,2001,0.09728497588235514
163,77,2001,0.10827740290541196
164,78,2001,0.1206611601830431
165,79,2001,0.13462780803125374
166,80,2001,0.15039717001313424
167,81,2001,0.16822175727908098
168,82,2001,0.18839192249702935
169,83,2001,0.2112418694241612
