"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42"
"33",1,0.0303030303030303,1.49213974509621e-13,-9.76996261670138e-14,-1.59872115546023e-14,-1.82076576038526e-14,4.44089209850063e-15,1.37043154602168e-15,0.0290852500169583,0.514964549833775,0.441638679693331,0.0143115204559332,0,0,0,0,0,0,0,0,0,0,1.49213974509621e-13,-9.76996261670138e-14,-1.59872115546023e-14,-1.82076576038526e-14,4.44089209850063e-15,1.37043154602168e-15,0.0290852500169583,0.514964549833775,0.441638679693331,0.0143115204559332,0,0,0,0,0,0,0,0,0,0
"34",1,0.0294117647058824,5.32907051820075e-14,7.105427357601e-15,-3.19744231092045e-14,-2.1316282072803e-14,2.03170813506404e-14,-6.24500451351651e-17,0.00795524220196533,0.389965492156109,0.558948387121093,0.0431308785208304,0,0,0,0,0,0,0,0,0,0,5.32907051820075e-14,7.105427357601e-15,-3.19744231092045e-14,-2.1316282072803e-14,2.03170813506404e-14,-6.24500451351651e-17,0.00795524220196533,0.389965492156109,0.558948387121093,0.0431308785208304,0,0,0,0,0,0,0,0,0,0
"35",1,0.0285714285714286,1.4210854715202e-13,-6.3948846218409e-14,1.24344978758018e-14,-1.55431223447522e-14,5.77315972805081e-15,3.19189119579733e-15,0.000771604938265669,0.261574074074074,0.641203703703704,0.0964506172839506,0,0,0,0,0,0,0,0,0,0,1.4210854715202e-13,-6.3948846218409e-14,1.24344978758018e-14,-1.55431223447522e-14,5.77315972805081e-15,3.19189119579733e-15,0.000771604938265669,0.261574074074074,0.641203703703704,0.0964506172839506,0,0,0,0,0,0,0,0,0,0
"36",1,0.0277777777777778,1.27897692436818e-13,-8.17124146124115e-14,1.4210854715202e-14,-2.22044604925031e-14,1.22124532708767e-14,4.413136522885e-15,-4.26774077638995e-15,0.152389069814777,0.665814336115069,0.181792353619649,4.24045050546158e-06,0,0,0,0,0,0,0,0,0,1.27897692436818e-13,-8.17124146124115e-14,1.4210854715202e-14,-2.22044604925031e-14,1.22124532708767e-14,4.413136522885e-15,-4.26774077638995e-15,0.152389069814777,0.665814336115069,0.181792353619649,4.24045050546158e-06,0,0,0,0,0,0,0,0,0
"37",1,0.027027027027027,1.27897692436818e-13,-4.61852778244065e-14,-2.66453525910038e-14,5.32907051820075e-15,4.21884749357559e-15,4.88498130835069e-15,-6.98920088471056e-15,0.0774336102504567,0.621553456061395,0.29910206104741,0.00191087264073897,0,0,0,0,0,0,0,0,0,1.27897692436818e-13,-4.61852778244065e-14,-2.66453525910038e-14,5.32907051820075e-15,4.21884749357559e-15,4.88498130835069e-15,-6.98920088471056e-15,0.0774336102504567,0.621553456061395,0.29910206104741,0.00191087264073897,0,0,0,0,0,0,0,0,0
"38",1,0.0263157894736842,8.5265128291212e-14,-2.8421709430404e-14,-3.73034936274053e-14,-2.57571741713036e-14,-8.88178419700125e-16,8.04911692853238e-15,-7.50267903359969e-15,0.0322555364578235,0.52640716994218,0.428850423291193,0.0124868703088053,0,0,0,0,0,0,0,0,0,8.5265128291212e-14,-2.8421709430404e-14,-3.73034936274053e-14,-2.57571741713036e-14,-8.88178419700125e-16,8.04911692853238e-15,-7.50267903359969e-15,0.0322555364578235,0.52640716994218,0.428850423291193,0.0124868703088053,0,0,0,0,0,0,0,0,0
"39",1,0.0256410256410256,2.06057393370429e-13,-7.105427357601e-14,0,-2.75335310107039e-14,3.10862446895044e-15,-5.55111512312578e-15,-4.42701431069281e-15,0.00931626976049754,0.402991213786554,0.548421704321868,0.0392708121310808,0,0,0,0,0,0,0,0,0,2.06057393370429e-13,-7.105427357601e-14,0,-2.75335310107039e-14,3.10862446895044e-15,-5.55111512312578e-15,-4.42701431069281e-15,0.00931626976049754,0.402991213786554,0.548421704321868,0.0392708121310808,0,0,0,0,0,0,0,0,0
"40",1,0.025,1.13686837721616e-13,-9.2370555648813e-14,-3.5527136788005e-15,-1.24344978758018e-14,8.88178419700125e-15,1.97619698383278e-14,-1.092181900475e-14,0.00107723148211053,0.273921323623644,0.635200168110305,0.0898012767839417,0,0,0,0,0,0,0,0,0,1.13686837721616e-13,-9.2370555648813e-14,-3.5527136788005e-15,-1.24344978758018e-14,8.88178419700125e-15,1.97619698383278e-14,-1.092181900475e-14,0.00107723148211053,0.273921323623644,0.635200168110305,0.0898012767839417,0,0,0,0,0,0,0,0,0
"41",1,0.024390243902439,2.77111666946439e-13,-1.98951966012828e-13,3.19744231092045e-14,-5.50670620214078e-14,6.21724893790088e-15,1.31006316905768e-14,-1.88182802673964e-14,1.951403927126e-15,0.161812607267692,0.666571020949711,0.171616214728875,1.57053722424548e-07,0,0,0,0,0,0,0,0,2.77111666946439e-13,-1.98951966012828e-13,3.19744231092045e-14,-5.50670620214078e-14,6.21724893790088e-15,1.31006316905768e-14,-1.88182802673964e-14,1.951403927126e-15,0.161812607267692,0.666571020949711,0.171616214728875,1.57053722424548e-07,0,0,0,0,0,0,0,0
"42",1,0.0238095238095238,1.35003119794419e-13,-1.13686837721616e-13,3.5527136788005e-14,-5.86197757002083e-14,6.21724893790088e-15,9.76996261670138e-15,-1.49324996812084e-14,2.75170511376821e-16,0.083464787299002,0.628642546984193,0.286438191193432,0.00145447452337338,0,0,0,0,0,0,0,0,1.35003119794419e-13,-1.13686837721616e-13,3.5527136788005e-14,-5.86197757002083e-14,6.21724893790088e-15,9.76996261670138e-15,-1.49324996812084e-14,2.75170511376821e-16,0.083464787299002,0.628642546984193,0.286438191193432,0.00145447452337338,0,0,0,0,0,0,0,0
"43",1,0.0232558139534884,1.13686837721616e-13,-1.06581410364015e-13,1.77635683940025e-14,8.88178419700125e-15,-1.77635683940025e-14,4.44089209850063e-15,-1.16573417585641e-14,3.29597460435593e-17,0.0356482109696355,0.537567093350222,0.415960396076923,0.0108242996032195,0,0,0,0,0,0,0,0,1.13686837721616e-13,-1.06581410364015e-13,1.77635683940025e-14,8.88178419700125e-15,-1.77635683940025e-14,4.44089209850063e-15,-1.16573417585641e-14,3.29597460435593e-17,0.0356482109696355,0.537567093350222,0.415960396076923,0.0108242996032195,0,0,0,0,0,0,0,0
"44",1,0.0227272727272727,2.27373675443232e-13,-2.27373675443232e-13,5.6843418860808e-14,-6.3948846218409e-14,4.35207425653061e-14,-4.88498130835069e-15,-6.43929354282591e-15,-5.49560397189452e-15,0.0108242996032188,0.415960396076926,0.537567093350219,0.0356482109696373,0,0,0,0,0,0,0,0,2.27373675443232e-13,-2.27373675443232e-13,5.6843418860808e-14,-6.3948846218409e-14,4.35207425653061e-14,-4.88498130835069e-15,-6.43929354282591e-15,-5.49560397189452e-15,0.0108242996032188,0.415960396076926,0.537567093350219,0.0356482109696373,0,0,0,0,0,0,0,0
"45",1,0.0222222222222222,1.4210854715202e-13,-7.105427357601e-14,-5.6843418860808e-14,-1.4210854715202e-14,5.32907051820075e-15,-9.32587340685131e-15,-1.52100554373646e-14,-6.10622663543836e-16,0.00145447452337222,0.286438191193435,0.62864254698419,0.0834647872990029,0,0,0,0,0,0,0,0,1.4210854715202e-13,-7.105427357601e-14,-5.6843418860808e-14,-1.4210854715202e-14,5.32907051820075e-15,-9.32587340685131e-15,-1.52100554373646e-14,-6.10622663543836e-16,0.00145447452337222,0.286438191193435,0.62864254698419,0.0834647872990029,0,0,0,0,0,0,0,0
"46",1,0.0217391304347826,1.70530256582424e-13,-3.5527136788005e-14,-3.5527136788005e-14,-1.77635683940025e-14,-8.88178419700125e-15,1.77635683940025e-14,-2.57571741713036e-14,1.33226762955019e-15,1.57053720251099e-07,0.171616214728879,0.666571020949708,0.161812607267693,0,0,0,0,0,0,0,0,1.70530256582424e-13,-3.5527136788005e-14,-3.5527136788005e-14,-1.77635683940025e-14,-8.88178419700125e-15,1.77635683940025e-14,-2.57571741713036e-14,1.33226762955019e-15,1.57053720251099e-07,0.171616214728879,0.666571020949708,0.161812607267693,0,0,0,0,0,0,0,0
"47",1,0.0212765957446809,2.70006239588838e-13,-9.9475983006414e-14,-1.06581410364015e-13,-6.03961325396085e-14,1.77635683940025e-14,1.15463194561016e-14,-1.86517468137026e-14,-4.66293670342566e-15,-5.09813545546134e-15,0.0898012767839484,0.635200168110301,0.273921323623645,0.00107723148210971,0,0,0,0,0,0,0,2.70006239588838e-13,-9.9475983006414e-14,-1.06581410364015e-13,-6.03961325396085e-14,1.77635683940025e-14,1.15463194561016e-14,-1.86517468137026e-14,-4.66293670342566e-15,-5.09813545546134e-15,0.0898012767839484,0.635200168110301,0.273921323623645,0.00107723148210971,0,0,0,0,0,0,0
"48",1,0.0208333333333333,4.2632564145606e-14,-7.105427357601e-14,-1.27897692436818e-13,-3.5527136788005e-15,-5.6843418860808e-14,8.5265128291212e-14,-3.28626015289046e-14,4.44089209850063e-16,-4.41660596983695e-15,0.0392708121310886,0.548421704321863,0.402991213786553,0.0093162697604994,0,0,0,0,0,0,0,4.2632564145606e-14,-7.105427357601e-14,-1.27897692436818e-13,-3.5527136788005e-15,-5.6843418860808e-14,8.5265128291212e-14,-3.28626015289046e-14,4.44089209850063e-16,-4.41660596983695e-15,0.0392708121310886,0.548421704321863,0.402991213786553,0.0093162697604994,0,0,0,0,0,0,0
"49",1,0.0204081632653061,3.12638803734444e-13,0,-7.8159700933611e-14,-3.90798504668055e-14,-1.01252339845814e-13,2.93098878501041e-14,-9.76996261670138e-15,6.66133814775094e-16,-6.41153796721028e-15,0.0124868703088142,0.428850423291188,0.52640716994218,0.032255536457823,0,0,0,0,0,0,0,3.12638803734444e-13,0,-7.8159700933611e-14,-3.90798504668055e-14,-1.01252339845814e-13,2.93098878501041e-14,-9.76996261670138e-15,6.66133814775094e-16,-6.41153796721028e-15,0.0124868703088142,0.428850423291188,0.52640716994218,0.032255536457823,0,0,0,0,0,0,0
"50",1,0.02,1.4210854715202e-13,-5.6843418860808e-14,2.1316282072803e-14,-5.6843418860808e-14,-6.03961325396085e-14,6.57252030578093e-14,-4.70734562441066e-14,4.77395900588817e-15,-1.06858966120171e-14,0.00191087264074963,0.299102061047405,0.621553456061395,0.0774336102504569,0,0,0,0,0,0,0,1.4210854715202e-13,-5.6843418860808e-14,2.1316282072803e-14,-5.6843418860808e-14,-6.03961325396085e-14,6.57252030578093e-14,-4.70734562441066e-14,4.77395900588817e-15,-1.06858966120171e-14,0.00191087264074963,0.299102061047405,0.621553456061395,0.0774336102504569,0,0,0,0,0,0,0
"51",1,0.0196078431372549,2.55795384873636e-13,-7.105427357601e-14,-7.8159700933611e-14,-4.9737991503207e-14,-8.5265128291212e-14,8.70414851306123e-14,-5.50670620214078e-14,7.54951656745106e-15,-8.88178419700125e-15,4.24045051872213e-06,0.181792353619642,0.66581433611507,0.152389069814777,0,0,0,0,0,0,0,2.55795384873636e-13,-7.105427357601e-14,-7.8159700933611e-14,-4.9737991503207e-14,-8.5265128291212e-14,8.70414851306123e-14,-5.50670620214078e-14,7.54951656745106e-15,-8.88178419700125e-15,4.24045051872213e-06,0.181792353619642,0.66581433611507,0.152389069814777,0,0,0,0,0,0,0
"52",1,0.0192307692307692,2.8421709430404e-13,1.13686837721616e-13,-1.35003119794419e-13,0,-1.45661260830821e-13,7.8159700933611e-14,-5.59552404411079e-14,-7.54951656745106e-15,-1.30451205393456e-14,1.60431563867025e-14,0.0964506172839434,0.641203703703704,0.261574074074074,0.000771604938271609,0,0,0,0,0,0,2.8421709430404e-13,1.13686837721616e-13,-1.35003119794419e-13,0,-1.45661260830821e-13,7.8159700933611e-14,-5.59552404411079e-14,-7.54951656745106e-15,-1.30451205393456e-14,1.60431563867025e-14,0.0964506172839434,0.641203703703704,0.261574074074074,0.000771604938271609,0,0,0,0,0,0
"53",1,0.0188679245283019,1.98951966012828e-13,1.4210854715202e-14,-1.27897692436818e-13,1.4210854715202e-13,-1.13686837721616e-13,7.8159700933611e-14,-3.37507799486048e-14,-2.66453525910038e-15,-1.29896093881143e-14,1.7276111097253e-14,0.0431308785208222,0.558948387121093,0.389965492156109,0.00795524220196859,0,0,0,0,0,0,1.98951966012828e-13,1.4210854715202e-14,-1.27897692436818e-13,1.4210854715202e-13,-1.13686837721616e-13,7.8159700933611e-14,-3.37507799486048e-14,-2.66453525910038e-15,-1.29896093881143e-14,1.7276111097253e-14,0.0431308785208222,0.558948387121093,0.389965492156109,0.00795524220196859,0,0,0,0,0,0
"54",1,0.0185185185185185,1.98951966012828e-13,-2.98427949019242e-13,-1.4210854715202e-14,4.2632564145606e-14,-1.70530256582424e-13,1.22568621918617e-13,-5.86197757002083e-14,-1.55431223447522e-14,-1.95399252334028e-14,1.93386973101894e-14,0.0143115204559238,0.441638679693331,0.514964549833775,0.0290852500169618,0,0,0,0,0,0,1.98951966012828e-13,-2.98427949019242e-13,-1.4210854715202e-14,4.2632564145606e-14,-1.70530256582424e-13,1.22568621918617e-13,-5.86197757002083e-14,-1.55431223447522e-14,-1.95399252334028e-14,1.93386973101894e-14,0.0143115204559238,0.441638679693331,0.514964549833775,0.0290852500169618,0,0,0,0,0,0
"55",1,0.0181818181818182,3.12638803734444e-13,-1.98951966012828e-13,-1.27897692436818e-13,-1.4210854715202e-14,-1.06581410364015e-13,9.59232693276135e-14,-6.3948846218409e-14,1.77635683940025e-15,-2.72004641033163e-14,1.97342142627122e-14,0.00245396441287327,0.311890317449548,0.613955511077942,0.0717002070596277,0,0,0,0,0,0,3.12638803734444e-13,-1.98951966012828e-13,-1.27897692436818e-13,-1.4210854715202e-14,-1.06581410364015e-13,9.59232693276135e-14,-6.3948846218409e-14,1.77635683940025e-15,-2.72004641033163e-14,1.97342142627122e-14,0.00245396441287327,0.311890317449548,0.613955511077942,0.0717002070596277,0,0,0,0,0,0
"56",1,0.0178571428571429,3.97903932025656e-13,7.105427357601e-14,-1.4210854715202e-13,-2.8421709430404e-14,-1.56319401867222e-13,7.105427357601e-14,-2.8421709430404e-14,-5.32907051820075e-15,-2.93098878501041e-14,2.90600876695635e-14,1.96317152890702e-05,0.192319036418875,0.664322639859481,0.143338692006343,0,0,0,0,0,0,3.97903932025656e-13,7.105427357601e-14,-1.4210854715202e-13,-2.8421709430404e-14,-1.56319401867222e-13,7.105427357601e-14,-2.8421709430404e-14,-5.32907051820075e-15,-2.93098878501041e-14,2.90600876695635e-14,1.96317152890702e-05,0.192319036418875,0.664322639859481,0.143338692006343,0,0,0,0,0,0
